날짜,요일,월,분기,카테고리,제품명,판매수량,단가,할인율,판매가격,매출액,원가,이익,마케팅_캠페인
2023-03-24,금,3,1,과일,바나나,45,2691,0,2691.0,121095.0,60734.48922090307,60360.51077909693,포인트 적립
2023-03-24,금,3,1,과일,오렌지,37,1437,0,1437.0,53169.0,22303.177233064554,30865.822766935446,없음
2023-03-24,금,3,1,과일,딸기,15,4630,0,4630.0,69450.0,44387.09526473503,25062.904735264972,없음
2023-03-24,금,3,1,과일,포도,30,2896,0,2896.0,86880.0,56371.84490119994,30508.15509880006,없음
2023-03-24,금,3,1,과일,수박,49,3682,0,3682.0,180418.0,104823.48758548478,75594.51241451522,없음
2023-03-24,금,3,1,과일,멜론,21,3923,26,2903.02,60963.42,32080.66237978909,28882.75762021091,할인 프로모션
2023-03-24,금,3,1,채소,양파,38,906,0,906.0,34428.0,17307.983018096544,17120.016981903456,없음
2023-03-24,금,3,1,채소,감자,19,2131,0,2131.0,40489.0,18389.624120681834,22099.375879318166,없음
2023-03-24,금,3,1,채소,당근,25,2129,0,2129.0,53225.0,30355.727367869145,22869.272632130855,없음
2023-03-24,금,3,1,채소,토마토,48,2945,0,2945.0,141360.0,62018.476782574,79341.523217426,없음
2023-03-24,금,3,1,채소,오이,42,2312,0,2312.0,97104.0,39865.87377095399,57238.12622904601,온라인 광고
2023-03-24,금,3,1,채소,상추,14,1222,0,1222.0,17108.0,9468.354694287418,7639.645305712582,없음
2023-03-24,금,3,1,채소,시금치,48,1717,0,1717.0,82416.0,33117.9295791013,49298.0704208987,포인트 적립
2023-03-24,금,3,1,육류,소고기,26,13205,0,13205.0,343330.0,190727.45870011655,152602.54129988345,없음
2023-03-24,금,3,1,육류,돼지고기,21,17321,0,17321.0,363741.0,162444.51397835492,201296.48602164508,없음
2023-03-24,금,3,1,육류,닭고기,16,7184,0,7184.0,114944.0,79575.18994724726,35368.81005275274,온라인 광고
2023-03-24,금,3,1,육류,양고기,19,7297,0,7297.0,138643.0,65299.6082894962,73343.3917105038,1+1 이벤트
2023-03-24,금,3,1,육류,오리고기,47,15985,0,15985.0,751295.0,524711.7514264112,226583.2485735888,온라인 광고
2023-03-24,금,3,1,해산물,연어,18,14037,0,14037.0,252666.0,114789.9811137167,137876.0188862833,없음
2023-03-24,금,3,1,해산물,참치,33,7838,0,7838.0,258654.0,145368.64725633364,113285.35274366636,없음
2023-03-24,금,3,1,해산물,새우,44,14593,0,14593.0,642092.0,400638.25049302593,241453.74950697407,시즌 특별전
2023-03-24,금,3,1,해산물,오징어,48,8717,0,8717.0,418416.0,221665.19809969256,196750.80190030744,없음
2023-03-24,금,3,1,해산물,조개,23,11000,0,11000.0,253000.0,152792.3083412985,100207.69165870149,없음
2023-03-24,금,3,1,해산물,게,9,10622,0,10622.0,95598.0,57567.52243274487,38030.47756725513,없음
2023-03-24,금,3,1,유제품,우유,48,4604,0,4604.0,220992.0,124677.899200748,96314.100799252,없음
2023-03-24,금,3,1,유제품,치즈,23,1891,0,1891.0,43493.0,20107.041308338314,23385.958691661686,없음
2023-03-24,금,3,1,유제품,요거트,18,1965,0,1965.0,35370.0,15741.93025579955,19628.06974420045,없음
2023-03-24,금,3,1,유제품,버터,61,4126,0,4126.0,251686.0,144408.87213588494,107277.12786411506,1+1 이벤트
2023-03-24,금,3,1,유제품,크림,37,2583,0,2583.0,95571.0,39159.681728487754,56411.318271512246,없음
2023-03-24,금,3,1,베이커리,식빵,43,2817,0,2817.0,121131.0,58926.02521230814,62204.97478769186,없음
2023-03-24,금,3,1,베이커리,크로와상,53,4476,0,4476.0,237228.0,137690.18276647144,99537.81723352856,없음
2023-03-24,금,3,1,베이커리,베이글,22,5231,0,5231.0,115082.0,69317.60821251258,45764.39178748742,없음
2023-03-24,금,3,1,베이커리,머핀,29,5025,0,5025.0,145725.0,82082.67045083342,63642.32954916658,없음
2023-03-24,금,3,1,베이커리,케이크,53,2025,0,2025.0,107325.0,63973.02146074135,43351.97853925865,없음
2023-03-25,토,3,1,과일,사과,47,3297,0,3297.0,154959.0,69870.75344713796,85088.24655286204,없음
2023-03-25,토,3,1,과일,바나나,53,3172,0,3172.0,168116.0,67453.2558321554,100662.7441678446,포인트 적립
2023-03-25,토,3,1,과일,오렌지,17,1901,0,1901.0,32317.0,16817.69031155456,15499.309688445439,없음
2023-03-25,토,3,1,과일,딸기,57,4674,0,4674.0,266418.0,115063.73529076617,151354.26470923383,없음
2023-03-25,토,3,1,과일,포도,11,1535,0,1535.0,16885.0,7017.857781622817,9867.142218377183,없음
2023-03-25,토,3,1,과일,수박,19,4508,0,4508.0,85652.0,54155.88986221289,31496.11013778711,없음
2023-03-25,토,3,1,과일,멜론,60,3661,0,3661.0,219660.0,147767.97995072554,71892.02004927446,없음
2023-03-25,토,3,1,채소,양파,28,1025,0,1025.0,28700.0,16005.683151083182,12694.316848916818,1+1 이벤트
2023-03-25,토,3,1,채소,감자,15,2685,0,2685.0,40275.0,22417.953923266825,17857.046076733175,없음
2023-03-25,토,3,1,채소,당근,24,2346,0,2346.0,56304.0,33582.48744090479,22721.51255909521,없음
2023-03-25,토,3,1,채소,토마토,58,2417,0,2417.0,140186.0,57014.212064722225,83171.78793527777,없음
2023-03-25,토,3,1,채소,오이,40,2687,0,2687.0,107480.0,49520.718822174655,57959.281177825345,포인트 적립
2023-03-25,토,3,1,채소,상추,36,2450,0,2450.0,88200.0,54073.81957314235,34126.18042685765,없음
2023-03-25,토,3,1,채소,시금치,23,606,0,606.0,13938.0,5853.224610943769,8084.775389056231,1+1 이벤트
2023-03-25,토,3,1,육류,소고기,58,11653,0,11653.0,675874.0,411610.7873403956,264263.2126596044,없음
2023-03-25,토,3,1,육류,돼지고기,99,17886,0,17886.0,1770714.0,1065672.338165171,705041.661834829,1+1 이벤트
2023-03-25,토,3,1,육류,닭고기,35,7064,0,7064.0,247240.0,124904.35861526548,122335.64138473452,없음
2023-03-25,토,3,1,육류,양고기,24,18701,0,18701.0,448824.0,196293.02805486403,252530.97194513597,없음
2023-03-25,토,3,1,육류,오리고기,31,7743,0,7743.0,240033.0,150627.28865572752,89405.71134427248,없음
2023-03-25,토,3,1,해산물,연어,63,12228,0,12228.0,770364.0,437972.4532331719,332391.5467668281,1+1 이벤트
2023-03-25,토,3,1,해산물,참치,39,3381,14,2907.66,113398.73999999999,66682.21173535656,46716.528264643435,할인 프로모션
2023-03-25,토,3,1,해산물,새우,37,11509,0,11509.0,425833.0,176200.75702426303,249632.24297573697,시즌 특별전
2023-03-25,토,3,1,해산물,오징어,63,4244,0,4244.0,267372.0,112331.67707256711,155040.3229274329,없음
2023-03-25,토,3,1,해산물,조개,18,4933,0,4933.0,88794.0,57828.76363885485,30965.23636114515,없음
2023-03-25,토,3,1,해산물,게,22,12280,0,12280.0,270160.0,176952.8359726985,93207.16402730151,없음
2023-03-25,토,3,1,유제품,우유,29,1792,0,1792.0,51968.0,26343.517241081827,25624.482758918173,없음
2023-03-25,토,3,1,유제품,치즈,61,4418,0,4418.0,269498.0,151609.05977388154,117888.94022611846,없음
2023-03-25,토,3,1,유제품,요거트,58,6959,0,6959.0,403622.0,243199.67384550048,160422.32615449952,없음
2023-03-25,토,3,1,유제품,버터,65,2661,15,2261.85,147020.25,80259.09465327802,66761.15534672198,할인 프로모션
2023-03-25,토,3,1,유제품,크림,68,4331,0,4331.0,294508.0,155521.02397998224,138986.97602001776,1+1 이벤트
2023-03-25,토,3,1,베이커리,식빵,25,5808,0,5808.0,145200.0,77192.48233158498,68007.51766841502,없음
2023-03-25,토,3,1,베이커리,크로와상,37,5649,0,5649.0,209013.0,90466.91316179477,118546.08683820523,없음
2023-03-25,토,3,1,베이커리,베이글,51,5905,0,5905.0,301155.0,195218.82618568212,105936.17381431788,포인트 적립
2023-03-25,토,3,1,베이커리,머핀,22,4415,0,4415.0,97130.0,45755.840956574335,51374.159043425665,없음
2023-03-25,토,3,1,베이커리,케이크,54,4760,0,4760.0,257040.0,120931.8599328633,136108.1400671367,없음
2023-03-26,일,3,1,과일,사과,34,2601,0,2601.0,88434.0,54628.12811755049,33805.87188244951,없음
2023-03-26,일,3,1,과일,바나나,54,1592,0,1592.0,85968.0,41418.44987589652,44549.55012410348,없음
2023-03-26,일,3,1,과일,오렌지,20,2887,0,2887.0,57740.0,30569.255872023372,27170.744127976628,없음
2023-03-26,일,3,1,과일,딸기,31,4803,0,4803.0,148893.0,61652.04593671466,87240.95406328535,없음
2023-03-26,일,3,1,과일,포도,57,4986,0,4986.0,284202.0,130275.41441335448,153926.58558664552,없음
2023-03-26,일,3,1,과일,수박,57,2794,0,2794.0,159258.0,96420.94384668872,62837.05615331128,없음
2023-03-26,일,3,1,과일,멜론,59,4421,0,4421.0,260839.0,117473.48855131837,143365.51144868165,없음
2023-03-26,일,3,1,채소,양파,55,1586,0,1586.0,87230.0,53529.24730042133,33700.75269957867,시즌 특별전
2023-03-26,일,3,1,채소,감자,73,2159,0,2159.0,157607.0,82964.63134298525,74642.36865701475,1+1 이벤트
2023-03-26,일,3,1,채소,당근,46,845,0,845.0,38870.0,20763.866646454713,18106.133353545287,없음
2023-03-26,일,3,1,채소,토마토,44,1827,0,1827.0,80388.0,32688.863963820633,47699.13603617936,없음
2023-03-26,일,3,1,채소,오이,27,1765,0,1765.0,47655.0,32571.278172566388,15083.721827433612,없음
2023-03-26,일,3,1,채소,상추,12,2491,0,2491.0,29892.0,20666.301620852308,9225.698379147692,없음
2023-03-26,일,3,1,채소,시금치,33,1676,0,1676.0,55308.0,25664.812626114224,29643.187373885776,없음
2023-03-26,일,3,1,육류,소고기,43,15037,0,15037.0,646591.0,381576.96639460674,265014.03360539326,포인트 적립
2023-03-26,일,3,1,육류,돼지고기,16,19653,0,19653.0,314448.0,174146.6355393529,140301.3644606471,없음
2023-03-26,일,3,1,육류,닭고기,41,8389,0,8389.0,343949.0,147785.02564459166,196163.97435540834,없음
2023-03-26,일,3,1,육류,양고기,13,7705,0,7705.0,100165.0,57085.75795960416,43079.24204039584,없음
2023-03-26,일,3,1,육류,오리고기,25,15025,0,15025.0,375625.0,155949.23410252848,219675.76589747152,없음
2023-03-26,일,3,1,해산물,연어,16,10015,0,10015.0,160240.0,110289.22276985912,49950.777230140884,없음
2023-03-26,일,3,1,해산물,참치,33,8520,0,8520.0,281160.0,127934.79766548639,153225.2023345136,없음
2023-03-26,일,3,1,해산물,새우,56,14048,0,14048.0,786688.0,407366.75691631023,379321.24308368977,없음
2023-03-26,일,3,1,해산물,오징어,17,12383,0,12383.0,210511.0,103682.20954912428,106828.79045087572,없음
2023-03-26,일,3,1,해산물,조개,32,10436,0,10436.0,333952.0,187675.8371131107,146276.1628868893,온라인 광고
2023-03-26,일,3,1,해산물,게,50,3973,0,3973.0,198650.0,133166.36572288448,65483.63427711552,없음
2023-03-26,일,3,1,유제품,우유,55,4908,0,4908.0,269940.0,109623.24118151647,160316.75881848353,1+1 이벤트
2023-03-26,일,3,1,유제품,치즈,42,7739,0,7739.0,325038.0,152426.29652201777,172611.70347798223,없음
2023-03-26,일,3,1,유제품,요거트,42,3549,0,3549.0,149058.0,61061.422258538754,87996.57774146125,없음
2023-03-26,일,3,1,유제품,버터,31,2005,0,2005.0,62155.0,40010.462918489924,22144.537081510076,없음
2023-03-26,일,3,1,유제품,크림,55,5956,0,5956.0,327580.0,191884.03962438082,135695.96037561918,없음
2023-03-26,일,3,1,베이커리,식빵,24,5374,0,5374.0,128976.0,89119.53623287233,39856.46376712767,없음
2023-03-26,일,3,1,베이커리,크로와상,78,1289,0,1289.0,100542.0,45064.399900848526,55477.600099151474,1+1 이벤트
2023-03-26,일,3,1,베이커리,베이글,24,3490,0,3490.0,83760.0,55427.065102082866,28332.934897917134,없음
2023-03-26,일,3,1,베이커리,머핀,51,5446,0,5446.0,277746.0,138625.0579816228,139120.9420183772,없음
2023-03-26,일,3,1,베이커리,케이크,71,4659,0,4659.0,330789.0,149842.16002587046,180946.83997412954,없음
2023-03-27,월,3,1,과일,사과,18,4496,0,4496.0,80928.0,32547.277348322885,48380.72265167712,없음
2023-03-27,월,3,1,과일,바나나,25,2315,0,2315.0,57875.0,31317.879900053027,26557.120099946973,없음
2023-03-27,월,3,1,과일,오렌지,49,2323,0,2323.0,113827.0,57637.81100993491,56189.18899006509,없음
2023-03-27,월,3,1,과일,딸기,33,1096,0,1096.0,36168.0,15995.06502845388,20172.93497154612,없음
2023-03-27,월,3,1,과일,포도,16,3298,0,3298.0,52768.0,36300.05973689197,16467.94026310803,없음
2023-03-27,월,3,1,과일,수박,32,4852,0,4852.0,155264.0,72359.05231899323,82904.94768100677,없음
2023-03-27,월,3,1,과일,멜론,11,2521,0,2521.0,27731.0,17722.14638888266,10008.853611117342,없음
2023-03-27,월,3,1,채소,양파,19,2337,0,2337.0,44403.0,22138.343344480414,22264.656655519586,없음
2023-03-27,월,3,1,채소,감자,35,2171,0,2171.0,75985.0,42261.849404815825,33723.150595184175,없음
2023-03-27,월,3,1,채소,당근,29,2405,0,2405.0,69745.0,34075.60174510106,35669.39825489894,없음
2023-03-27,월,3,1,채소,토마토,19,2028,0,2028.0,38532.0,24139.508861621845,14392.491138378155,없음
2023-03-27,월,3,1,채소,오이,43,1857,0,1857.0,79851.0,42854.69311223693,36996.30688776307,없음
2023-03-27,월,3,1,채소,상추,38,527,0,527.0,20026.0,9534.544586032762,10491.455413967238,없음
2023-03-27,월,3,1,채소,시금치,33,2779,0,2779.0,91707.0,63935.32918988456,27771.670810115444,없음
2023-03-27,월,3,1,육류,소고기,39,18181,0,18181.0,709059.0,360434.7793993015,348624.2206006985,없음
2023-03-27,월,3,1,육류,돼지고기,21,19561,0,19561.0,410781.0,219228.15405645067,191552.84594354933,없음
2023-03-27,월,3,1,육류,닭고기,12,19509,0,19509.0,234108.0,126345.64736770993,107762.35263229007,없음
2023-03-27,월,3,1,육류,양고기,37,13983,0,13983.0,517371.0,285109.98232880904,232261.01767119096,없음
2023-03-27,월,3,1,육류,오리고기,41,19145,0,19145.0,784945.0,517621.82824231236,267323.17175768764,포인트 적립
2023-03-27,월,3,1,해산물,연어,20,14589,0,14589.0,291780.0,124916.11242567122,166863.88757432878,없음
2023-03-27,월,3,1,해산물,참치,13,12005,0,12005.0,156065.0,73710.98545277811,82354.01454722189,온라인 광고
2023-03-27,월,3,1,해산물,새우,46,5993,0,5993.0,275678.0,132231.8974053172,143446.1025946828,1+1 이벤트
2023-03-27,월,3,1,해산물,오징어,15,10371,0,10371.0,155565.0,98849.19540684122,56715.804593158784,없음
2023-03-27,월,3,1,해산물,조개,53,4217,0,4217.0,223501.0,105838.04563250688,117662.95436749312,없음
2023-03-27,월,3,1,해산물,게,51,5669,0,5669.0,289119.0,196310.48115448732,92808.51884551268,없음
2023-03-27,월,3,1,유제품,우유,78,1922,0,1922.0,149916.0,86621.10415691837,63294.89584308163,1+1 이벤트
2023-03-27,월,3,1,유제품,치즈,28,7536,0,7536.0,211008.0,97482.2405760994,113525.7594239006,포인트 적립
2023-03-27,월,3,1,유제품,요거트,33,6126,0,6126.0,202158.0,139463.9750844726,62694.02491552741,없음
2023-03-27,월,3,1,유제품,버터,35,7077,0,7077.0,247695.0,108677.46315649147,139017.53684350854,없음
2023-03-27,월,3,1,유제품,크림,20,7630,0,7630.0,152600.0,99089.34956018119,53510.65043981881,없음
2023-03-27,월,3,1,베이커리,식빵,25,5748,0,5748.0,143700.0,75686.55486813013,68013.44513186987,없음
2023-03-27,월,3,1,베이커리,크로와상,31,4878,0,4878.0,151218.0,68972.46623292837,82245.53376707163,없음
2023-03-27,월,3,1,베이커리,베이글,29,2237,0,2237.0,64873.0,31061.79504221431,33811.20495778569,없음
2023-03-27,월,3,1,베이커리,머핀,14,1256,0,1256.0,17584.0,10524.30889100612,7059.69110899388,포인트 적립
2023-03-27,월,3,1,베이커리,케이크,54,2069,0,2069.0,111726.0,48094.87479625303,63631.12520374697,없음
2023-03-28,화,3,1,과일,사과,51,1078,0,1078.0,54978.0,36782.96016817571,18195.039831824288,없음
2023-03-28,화,3,1,과일,바나나,31,4948,0,4948.0,153388.0,89845.40509745806,63542.59490254194,없음
2023-03-28,화,3,1,과일,오렌지,30,1852,0,1852.0,55560.0,34523.5061009731,21036.4938990269,없음
2023-03-28,화,3,1,과일,딸기,39,2936,0,2936.0,114504.0,53591.40628106285,60912.59371893715,없음
2023-03-28,화,3,1,과일,포도,47,4343,0,4343.0,204121.0,83472.0652266201,120648.9347733799,1+1 이벤트
2023-03-28,화,3,1,과일,수박,38,3747,0,3747.0,142386.0,90303.39376100065,52082.606238999346,없음
2023-03-28,화,3,1,과일,멜론,58,3739,0,3739.0,216862.0,96747.23653860105,120114.76346139895,없음
2023-03-28,화,3,1,채소,양파,51,2037,0,2037.0,103887.0,42221.40693436021,61665.59306563979,없음
2023-03-28,화,3,1,채소,감자,63,2570,0,2570.0,161910.0,108911.4656325359,52998.534367464104,1+1 이벤트
2023-03-28,화,3,1,채소,당근,14,1354,0,1354.0,18956.0,8470.549242751807,10485.450757248193,없음
2023-03-28,화,3,1,채소,토마토,29,631,0,631.0,18299.0,9292.242444076239,9006.757555923761,없음
2023-03-28,화,3,1,채소,오이,28,1499,0,1499.0,41972.0,18210.43207239085,23761.56792760915,1+1 이벤트
2023-03-28,화,3,1,채소,상추,37,1760,0,1760.0,65120.0,33435.63253540265,31684.36746459735,없음
2023-03-28,화,3,1,채소,시금치,11,2990,0,2990.0,32890.0,18655.32375355738,14234.676246442621,없음
2023-03-28,화,3,1,육류,소고기,39,15528,0,15528.0,605592.0,262195.8569979237,343396.1430020763,온라인 광고
2023-03-28,화,3,1,육류,돼지고기,24,10352,0,10352.0,248448.0,109881.06998399762,138566.93001600238,없음
2023-03-28,화,3,1,육류,닭고기,44,18255,0,18255.0,803220.0,483637.5485241506,319582.4514758494,없음
2023-03-28,화,3,1,육류,양고기,38,7990,0,7990.0,303620.0,159507.56203015844,144112.43796984156,없음
2023-03-28,화,3,1,육류,오리고기,15,9527,0,9527.0,142905.0,95863.83767770574,47041.16232229426,없음
2023-03-28,화,3,1,해산물,연어,20,10369,20,8295.2,165904.0,96864.14677153979,69039.85322846021,할인 프로모션
2023-03-28,화,3,1,해산물,참치,11,13309,0,13309.0,146399.0,86892.08628339163,59506.91371660837,없음
2023-03-28,화,3,1,해산물,새우,30,4025,0,4025.0,120750.0,60528.0115102273,60221.9884897727,없음
2023-03-28,화,3,1,해산물,오징어,30,3027,0,3027.0,90810.0,40251.43969692922,50558.56030307078,없음
2023-03-28,화,3,1,해산물,조개,47,14848,0,14848.0,697856.0,393605.49787166907,304250.50212833093,없음
2023-03-28,화,3,1,해산물,게,36,5326,0,5326.0,191736.0,80751.58908948695,110984.41091051305,없음
2023-03-28,화,3,1,유제품,우유,16,2729,0,2729.0,43664.0,20224.000482356725,23439.999517643275,없음
2023-03-28,화,3,1,유제품,치즈,22,2930,0,2930.0,64460.0,27181.637900256723,37278.36209974327,포인트 적립
2023-03-28,화,3,1,유제품,요거트,47,1890,0,1890.0,88830.0,59516.888025179695,29313.111974820305,포인트 적립
2023-03-28,화,3,1,유제품,버터,27,4105,0,4105.0,110835.0,48608.217363328775,62226.782636671225,없음
2023-03-28,화,3,1,유제품,크림,43,2653,0,2653.0,114079.0,77843.61478593275,36235.38521406725,포인트 적립
2023-03-28,화,3,1,베이커리,식빵,60,1644,27,1200.12,72007.2,32677.299963370333,39329.90003662967,할인 프로모션
2023-03-28,화,3,1,베이커리,크로와상,39,4225,0,4225.0,164775.0,108576.71899721453,56198.28100278547,온라인 광고
2023-03-28,화,3,1,베이커리,베이글,11,3381,0,3381.0,37191.0,21921.940030570233,15269.059969429767,없음
2023-03-28,화,3,1,베이커리,머핀,62,2316,0,2316.0,143592.0,62999.68635980793,80592.31364019206,1+1 이벤트
2023-03-28,화,3,1,베이커리,케이크,16,1662,0,1662.0,26592.0,16679.64180811126,9912.35819188874,포인트 적립
2023-03-29,수,3,1,과일,사과,9,1584,0,1584.0,14256.0,7816.312588861713,6439.687411138287,없음
2023-03-29,수,3,1,과일,바나나,33,4955,0,4955.0,163515.0,80664.17263774043,82850.82736225957,없음
2023-03-29,수,3,1,과일,오렌지,15,1647,0,1647.0,24705.0,11464.240992082434,13240.759007917566,없음
2023-03-29,수,3,1,과일,딸기,27,4760,0,4760.0,128520.0,80252.13845816247,48267.86154183753,포인트 적립
2023-03-29,수,3,1,과일,포도,90,3462,0,3462.0,311580.0,145117.90707410255,166462.09292589745,1+1 이벤트
2023-03-29,수,3,1,과일,수박,26,1813,0,1813.0,47138.0,32381.841510811755,14756.158489188245,없음
2023-03-29,수,3,1,과일,멜론,37,3421,0,3421.0,126577.0,85168.30501822167,41408.69498177833,없음
2023-03-29,수,3,1,채소,양파,27,1429,0,1429.0,38583.0,24522.297876817425,14060.702123182575,없음
2023-03-29,수,3,1,채소,감자,42,2259,0,2259.0,94878.0,56121.42419478003,38756.57580521997,없음
2023-03-29,수,3,1,채소,당근,65,1739,0,1739.0,113035.0,49646.791375757246,63388.208624242754,온라인 광고
2023-03-29,수,3,1,채소,토마토,28,1780,0,1780.0,49840.0,24693.828013733495,25146.171986266505,없음
2023-03-29,수,3,1,채소,오이,49,1318,0,1318.0,64582.0,29396.707641825928,35185.292358174076,시즌 특별전
2023-03-29,수,3,1,채소,상추,74,725,26,536.5,39701.0,20355.42434979073,19345.57565020927,할인 프로모션
2023-03-29,수,3,1,채소,시금치,17,913,0,913.0,15521.0,9741.431652393152,5779.568347606848,포인트 적립
2023-03-29,수,3,1,육류,소고기,16,5177,0,5177.0,82832.0,52223.449975399904,30608.550024600096,없음
2023-03-29,수,3,1,육류,돼지고기,19,8271,0,8271.0,157149.0,89674.0487077103,67474.9512922897,없음
2023-03-29,수,3,1,육류,닭고기,31,13425,0,13425.0,416175.0,198387.54646427385,217787.45353572615,없음
2023-03-29,수,3,1,육류,양고기,24,18856,0,18856.0,452544.0,292253.09042919363,160290.90957080637,없음
2023-03-29,수,3,1,육류,오리고기,37,11970,0,11970.0,442890.0,184053.2813804194,258836.7186195806,없음
2023-03-29,수,3,1,해산물,연어,42,12537,0,12537.0,526554.0,230409.64582824783,296144.3541717522,없음
2023-03-29,수,3,1,해산물,참치,34,12203,0,12203.0,414902.0,258764.12992920206,156137.87007079794,포인트 적립
2023-03-29,수,3,1,해산물,새우,12,14061,0,14061.0,168732.0,69347.0789565318,99384.9210434682,없음
2023-03-29,수,3,1,해산물,오징어,17,12549,0,12549.0,213333.0,104660.01223929565,108672.98776070435,없음
2023-03-29,수,3,1,해산물,조개,52,14329,0,14329.0,745108.0,367898.2948129991,377209.7051870009,없음
2023-03-29,수,3,1,해산물,게,50,13425,13,11679.75,583987.5,319150.0115599399,264837.4884400601,할인 프로모션
2023-03-29,수,3,1,유제품,우유,23,7652,0,7652.0,175996.0,104108.13434452069,71887.86565547931,없음
2023-03-29,수,3,1,유제품,치즈,25,1949,0,1949.0,48725.0,26659.292108989575,22065.707891010425,없음
2023-03-29,수,3,1,유제품,요거트,43,3801,0,3801.0,163443.0,105428.25467560021,58014.74532439979,없음
2023-03-29,수,3,1,유제품,버터,38,5020,0,5020.0,190760.0,112046.24161628063,78713.75838371937,없음
2023-03-29,수,3,1,유제품,크림,49,4574,21,3613.46,177059.54,98025.67792419404,79033.86207580597,할인 프로모션
2023-03-29,수,3,1,베이커리,식빵,21,2094,0,2094.0,43974.0,19317.97020499913,24656.02979500087,없음
2023-03-29,수,3,1,베이커리,크로와상,49,2208,0,2208.0,108192.0,73199.70125996361,34992.29874003639,없음
2023-03-29,수,3,1,베이커리,베이글,54,1212,0,1212.0,65448.0,37976.3805264217,27471.6194735783,없음
2023-03-29,수,3,1,베이커리,머핀,38,4034,0,4034.0,153292.0,98764.25063794751,54527.74936205249,없음
2023-03-29,수,3,1,베이커리,케이크,12,2270,0,2270.0,27240.0,13603.357198752286,13636.642801247714,없음
2023-03-30,목,3,1,과일,사과,34,4531,0,4531.0,154054.0,63671.020996623585,90382.97900337641,없음
2023-03-30,목,3,1,과일,바나나,20,3688,0,3688.0,73760.0,43985.88850845095,29774.111491549047,없음
2023-03-30,목,3,1,과일,오렌지,15,2237,0,2237.0,33555.0,17578.99032859412,15976.009671405882,1+1 이벤트
2023-03-30,목,3,1,과일,딸기,12,3052,0,3052.0,36624.0,22466.490046210656,14157.509953789344,없음
2023-03-30,목,3,1,과일,포도,22,4149,0,4149.0,91278.0,48563.46729575879,42714.53270424121,없음
2023-03-30,목,3,1,과일,수박,48,1975,13,1718.25,82476.0,46671.85439841907,35804.14560158093,할인 프로모션
2023-03-30,목,3,1,과일,멜론,39,4001,0,4001.0,156039.0,107500.63450072716,48538.36549927284,없음
2023-03-30,목,3,1,채소,양파,55,912,17,756.9599999999999,41632.799999999996,23176.30097411113,18456.499025888865,할인 프로모션
2023-03-30,목,3,1,채소,감자,38,564,0,564.0,21432.0,14029.83509292691,7402.164907073089,없음
2023-03-30,목,3,1,채소,당근,48,2948,0,2948.0,141504.0,87866.66295307774,53637.33704692226,없음
2023-03-30,목,3,1,채소,토마토,45,1161,0,1161.0,52245.0,21647.36670694082,30597.63329305918,1+1 이벤트
2023-03-30,목,3,1,채소,오이,24,1491,0,1491.0,35784.0,24670.411390456266,11113.588609543734,없음
2023-03-30,목,3,1,채소,상추,45,1337,0,1337.0,60165.0,24499.883914822793,35665.11608517721,없음
2023-03-30,목,3,1,채소,시금치,31,1305,0,1305.0,40455.0,19941.639710620977,20513.360289379023,포인트 적립
2023-03-30,목,3,1,육류,소고기,46,18400,0,18400.0,846400.0,411162.7259473407,435237.2740526593,없음
2023-03-30,목,3,1,육류,돼지고기,24,10985,0,10985.0,263640.0,112850.49786240092,150789.50213759908,없음
2023-03-30,목,3,1,육류,닭고기,24,15892,0,15892.0,381408.0,161500.6980501603,219907.3019498397,없음
2023-03-30,목,3,1,육류,양고기,14,6258,0,6258.0,87612.0,53519.523590017496,34092.476409982504,없음
2023-03-30,목,3,1,육류,오리고기,60,18020,0,18020.0,1081200.0,456736.69690288854,624463.3030971114,시즌 특별전
2023-03-30,목,3,1,해산물,연어,29,12491,0,12491.0,362239.0,246340.83589444397,115898.16410555603,없음
2023-03-30,목,3,1,해산물,참치,47,12923,0,12923.0,607381.0,362017.31308484444,245363.68691515556,없음
2023-03-30,목,3,1,해산물,새우,15,11411,0,11411.0,171165.0,114635.47030786485,56529.529692135155,없음
2023-03-30,목,3,1,해산물,오징어,35,7328,0,7328.0,256480.0,152648.30228972895,103831.69771027105,없음
2023-03-30,목,3,1,해산물,조개,25,9733,0,9733.0,243325.0,111945.62776023315,131379.37223976685,없음
2023-03-30,목,3,1,해산물,게,15,3711,0,3711.0,55665.0,27020.313731437735,28644.686268562265,없음
2023-03-30,목,3,1,유제품,우유,46,1890,0,1890.0,86940.0,42179.27524116393,44760.72475883607,없음
2023-03-30,목,3,1,유제품,치즈,23,6529,0,6529.0,150167.0,68596.9338842975,81570.0661157025,없음
2023-03-30,목,3,1,유제품,요거트,42,5325,0,5325.0,223650.0,122869.1536925782,100780.8463074218,없음
2023-03-30,목,3,1,유제품,버터,22,5142,0,5142.0,113124.0,54379.17958742799,58744.82041257201,없음
2023-03-30,목,3,1,유제품,크림,26,2257,0,2257.0,58682.0,40224.088232230846,18457.911767769154,없음
2023-03-30,목,3,1,베이커리,식빵,26,5756,0,5756.0,149656.0,101689.5475714125,47966.452428587494,없음
2023-03-30,목,3,1,베이커리,크로와상,9,2672,0,2672.0,24048.0,13758.263952943038,10289.736047056962,없음
2023-03-30,목,3,1,베이커리,베이글,23,2821,0,2821.0,64883.0,39399.70132635519,25483.298673644807,없음
