,input,intent,result
333,스마트픽 교환권 보내줘,cs_how_smp,cs_sgt_exchrtgs
334,스마트픽 교환권 빨리 보내주세요,cs_how_smp,cs_how_exch_rtgs_etc
335,스마트픽 교환권 빨리 보내줘,cs_how_smp,cs_how_exch_rtgs_etc
336,스마트픽 교환권 빨리주세요,cs_how_smp,cs_how_exch_rtgs_etc
337,스마트픽 픽업하는곳이 어딘가요,cs_how_smp,cs_how_smp
338,픽업매장 어디서 볼 수 있나요,cs_how_smp,cs_how_smp
339,픽업매장 어디서 확인할 수 있나요,cs_how_smp,cs_how_smp
340,픽업매장 어디서 확인하나요,cs_how_smp,cs_how_smp
341,픽업 가능한 백화점 알려줘,cs_how_smp,cs_how_smp
342,픽업 가능한 매장 어디서 보나요,cs_how_smp,cs_sgt_exchrtgs
343,픽 메세지는 언제보내주나요,cs_how_smp,cs_mart_dlv
344,편의점에서 찾을 수 있어,cs_how_smp,cs_sgt_exchrtgs
345,주문한 픽업 상품 도착했어,cs_how_smp,cs_regchg_smp
346,스마트픽 배송 완료되서 수령하러 갈 때 뭐 필요한 게 있나요,cs_how_smp,cs_regchg_smp
347,스마트픽 배송 시간,cs_how_smp,cs_how_smp
348,스마트픽 배송 기간,cs_how_smp,cs_how_smp
349,스마트픽 바코드가 안왔어요,cs_how_smp,cs_how_smp
350,"마트 배송 시간을 알고 싶은데, 어디서 확인할 수 있나요",cs_mart_dlv,cs_mart_dlv
351,마트의 배송 가능 시간을 찾아보고 있어요,cs_mart_dlv,cs_mart_dlv
352,마트의 배송 시간을 알아내려면 어디를 봐야 하나요,cs_mart_dlv,cs_mart_dlv
353,마트상품 구매 시 배송이 되는 시간을 확인하고 싶어요,cs_mart_dlv,cs_mart_dlv
354,"마트의 배송 시간을 찾고 있는데, 정보를 얻을 수 있는 곳이 있을까요",cs_mart_dlv,cs_mart_dlv
355,"마트의 배송 시간을 찾고 있는데, 어디서 볼 수 있나요",cs_mart_dlv,cs_mart_dlv
356,마트 배송가능한 시간은 어디서 보나요,cs_mart_dlv,cs_mart_dlv
357,마트 배송 가능한 시간 확인하고 싶은데 못 찾겠어요,cs_mart_dlv,cs_mart_dlv
358,마트 오늘 발송 가능한가요,cs_mart_dlv,cs_mart_dlv
359,마트 지금 주문하면 오늘 출발할까요,cs_mart_dlv,cs_mart_dlv
360,지금 주문하면 당일 발송 가능한가요,cs_mart_dlv,cs_mart_dlv
361,당일 발송 가능한 시간대를 알고 싶은데 어디서 확인할 수 있나요,cs_mart_dlv,cs_mart_dlv
362,당일 발송 시간이 남아있나요,cs_mart_dlv,cs_mart_dlv
363,지금 주문하면 당일 출발하나요,cs_mart_dlv,cs_mart_dlv
364,"당일 배송 출발했으면 하는데요, 언제까지 주문하면 될까요",cs_mart_dlv,cs_mart_dlv
365,내일 필요해서 오늘 출발했으면 좋겠는데 언제까지 주문하면 될까요,cs_mart_dlv,cs_mart_dlv
366,지금 주문하면 오늘 출발하는지 알려주세요,cs_mart_dlv,cs_mart_dlv
367,지금 주문했을 때 선택가능한 배송시간이 언제인지 알 수 있나요,cs_mart_dlv,cs_qry_dlv
368,오늘 선택가능한 배송시간대가 언제인가요,cs_mart_dlv,cs_mart_dlv
369,오늘 선택 가능한 배송시간대가 언제인지 알려주세요,cs_mart_dlv,cs_mart_dlv
370,오늘 선택 가능한 배송시간대 어디서 보나요,cs_mart_dlv,cs_mart_dlv
371,오늘 출발했으면 하는데 배송 가능한 시간대 어디서 확인할 수 있나요,cs_mart_dlv,cs_mart_dlv
372,오늘 출발했으면 하는데 배송 가능 일정 확인할 수 있는 곳 알려줘요,cs_mart_dlv,cs_mart_dlv
373,오늘 출발하면 좋겠는데 배송 가능 일정 확인 좀 해주세요,cs_mart_dlv,cs_qry_dlv
374,지금 주문하면 오늘 발송되나요,cs_mart_dlv,cs_mart_dlv
375,오늘 몇시까지 주문해야 당일 발송되나요,cs_mart_dlv,cs_mart_dlv
376,오늘 몇시까지 주문하면 당일 발송될까요,cs_mart_dlv,cs_mart_dlv
377,당일 발송 됐으면 하는데 언제까지 주문하면 될까요,cs_mart_dlv,cs_mart_dlv
378,당일 발송 가능한 일정 알려주세요,cs_mart_dlv,cs_mart_dlv
379,오늘 선택가능한 배송시간대가 언제인가요,cs_mart_dlv,cs_mart_dlv
380,당일 발송 가능한 배송 시간 알려주세요,cs_mart_dlv,cs_mart_dlv
381,몇시까지 주문하면 오늘 발송되는지 확인해줘,cs_mart_dlv,cs_mart_dlv
382,3시까지 주문하면 오늘 발송되는거 맞나요,cs_mart_dlv,cs_mart_dlv
383,지금 주문했을 때 오늘 발송되는 시간 남아있나요,cs_mart_dlv,cs_mart_dlv
384,지점에서 배송 가능한 시간 보고 싶은데 어떻게 보나요,cs_mart_dlv,cs_mart_dlv
385,마트에서 배송 가능한 일정을 확인하려면 어떻게 들어가야 하나요,cs_mart_dlv,cs_mart_dlv
386,마트 배송 가능 일정 보려면 어디로 들어가야 되나요,cs_mart_dlv,cs_mart_dlv
387,마트 배송 가능 일정 확인하고 싶은데 어디서 보나요,cs_mart_dlv,cs_mart_dlv
388,마트 배송 가능한 시간을 확인하고 싶어요,cs_mart_dlv,cs_mart_dlv
389,마트 배송 가능한 시간을 찾고 있는데 어디 있나요,cs_mart_dlv,cs_mart_dlv
390,제 근처 마트에서 배송 가능한 시간이 언제인지 알고 싶어요,cs_mart_dlv,cs_mart_dlv
391,오늘 발송가능한 시간이 있는지 확인하고 싶은데요,cs_mart_dlv,cs_mart_dlv
392,오늘 발송되려면 언제 주문을 해야하는지 알고 싶은데요,cs_mart_dlv,cs_mart_dlv
393,지금 주문하면 오늘 발송될까요,cs_mart_dlv,cs_mart_dlv
394,오늘 발송 가능한 시간 언제인지 조회할래요,cs_mart_dlv,cs_mart_dlv
395,지금 주문하면 오늘 오후에 발송될까요,cs_mart_dlv,cs_mart_dlv
396,마트상품 지금 구매하면 오늘 발송되는지 궁금해요,cs_mart_dlv,cs_mart_dlv
397,마트 상품 결제하려고하는데 오늘 발송 가능할까요,cs_mart_dlv,cs_mart_dlv
398,마트 상품 주문하려고 하는데 오늘 발송 가능할까요,cs_mart_dlv,cs_mart_dlv
399,오늘 발송됐으면 해요 일정 확인해주세요,cs_mart_dlv,cs_qry_dlv
400,정기배송도 계좌입금 가능한가요,cs_qry_dlv,cs_qry_dlv
401,정기배송도 배송비가 있나요,cs_qry_dlv,cs_qry_dlv
402,정기배송은 어디서 등록하나요,cs_qry_dlv,faq_how_dlv
403,내 택배 배송상태 어디서 봐,cs_qry_dlv,cs_qry_ord
404,내 택배 상태 알려줘,cs_qry_dlv,cs_qry_ord
405,내 택배 송장 조회 해줘,cs_qry_dlv,cs_sgt_exchrtgs
406,내 택배 어디까지 와 있어,cs_qry_dlv,faq_how_dlv_chg
407,내 택배 어디까지 왔어,cs_qry_dlv,faq_how_dlv_chg
408,발송약정일 안에는 오는 게 맞나요,cs_qry_dlv,cs_mart_dlv
409,배송 궁금해,cs_qry_dlv,cs_qry_dlv
410,배송 날짜 확인은 어디서 하나요,cs_qry_dlv,cs_mart_dlv
411,배송 내역 조회해줘,cs_qry_dlv,cs_qry_ord
412,배송이 계속안되고 있습니다.,cs_qry_dlv,faq_dsat_gen
413,배송 지연 이유를 알고 싶습니다,cs_qry_dlv,faq_dsat_gen
414,배송 왜 지연된건가요,cs_qry_dlv,faq_dsat_gen
415,배송 상황 알려줘,cs_qry_dlv,cs_qry_ord
416,배송 안내해줘,cs_qry_dlv,cs_qry_ord
417,배송 알려줘,cs_qry_dlv,cs_qry_ord
418,배송 어디까지 왔어,cs_qry_dlv,cs_qry_dlv
419,배송 언제 시작인가요,cs_qry_dlv,cs_qry_dlv
420,배송 언제 올까요,cs_qry_dlv,cs_qry_dlv
421,배송일정,cs_qry_dlv,faq_how_dlv_chg
422,배송정보,cs_qry_dlv,cs_qry_dlv
423,배송정보 알려줘,cs_qry_dlv,cs_qry_ord
424,배송조회,cs_qry_dlv,cs_sgt_exchrtgs
425,배송조회 할래,cs_qry_dlv,cs_sgt_exchrtgs
426,정기배송 정보 어디서 관리해,cs_qry_dlv,faq_how_cstm_clrnc
427,정기배송 정보 어디서 관리할 수 있어,cs_qry_dlv,faq_how_dlv
428,정기배송 정보 어디서 관리할 수 있습니까,cs_qry_dlv,faq_how_dlv
429,정기배송 오는 시간 알려주세요,cs_qry_dlv,cs_qry_dlv
430,정기배송 오는 시간 알 수 있습니까,cs_qry_dlv,cs_mart_dlv
431,정기배송 오는 날짜 알려줘,cs_qry_dlv,cs_qry_dlv
432,정기배송 어떻게 관리할 수 있어,cs_qry_dlv,cs_regchg_gen
433,정기배송 어떻게 관리할 수 있나요,cs_qry_dlv,cs_regchg_gen
434,정기배송 신청 잘 됐어,cs_qry_dlv,cs_regchg_smp
435,정기배송 신청 잘 됐는지 확인해줘,cs_qry_dlv,cs_sgt_exchrtgs
436,정기배송 신청 잘 됐는지 확인해주세요,cs_qry_dlv,cs_sgt_exchrtgs
437,선물 줘야 돼서 배송 언제 되는지 알고 싶습니다,cs_qry_dlv,cs_qry_dlv
438,주문한 상품 배송 관련 어디다 물어보면 되나요,cs_qry_dlv,cs_how_inst
439,내 배달 정보 알려줘,cs_qry_dlv,cs_qry_ord
440,배송이 시작되었습니다,cs_qry_dlv,cs_regchg_gen
441,주문했는데 아직 못받았어요 언제받을수잇나요,cs_qry_dlv,cs_qry_dlv
442,금일내로 갖다주세요.,cs_qry_dlv,cs_qry_dlv
443,배송기간이 얼마나 걸리나요,cs_qry_dlv,faq_how_cstm_clrnc
444,배송되기까지 오래걸릴까요,cs_qry_dlv,faq_how_cstm_clrnc
445,배송되는 시간이 얼마인가요,cs_qry_dlv,cs_qry_dlv
446,배송되는데 걸리는 시간이 얼마인가요,cs_qry_dlv,faq_how_cstm_clrnc
447,정기배송 되는 매장 보여줘,cs_qry_dlv,cs_qry_ord
448,정기 배송 되는 매장 보여줘,cs_qry_dlv,cs_qry_dlv
449,정기배송 되는 매장 알려주세요,cs_qry_dlv,cs_mart_dlv
450,구매했던 내역 보여줘,cs_qry_ord,cs_qry_ord
451,구매한 상품들은 어디서 확인하나요,cs_qry_ord,cs_qry_ord
452,구매한 내역 보여주세요,cs_qry_ord,cs_qry_ord
453,구매목록을 보고싶은데,cs_qry_ord,cs_qry_ord
454,구매내역은 어디서 봐야하나요,cs_qry_ord,cs_qry_ord
455,구매내역은 어디서 볼 수 있나요,cs_qry_ord,cs_qry_ord
456,구매내역은 어디로 가야 보나요,cs_qry_ord,cs_qry_ord
457,구매내역은 어느곳으로 가야 볼 수 있나요,cs_qry_ord,cs_qry_ord
458,2019년 거래내역 확인 필요합니다,cs_qry_ord,cs_qry_ord
459,이전주문 배송내역 조회 확인할 방법이 없을까요,cs_qry_ord,cs_qry_ord
460,롯데닷컴 과거 배송내역 확인,cs_qry_ord,cs_qry_ord
461,주문했는데 쇼핑백 동봉 요청드립니다,cs_qry_ord,cs_how_inst
462,방금 주문했는데 쇼핑백도 같이 넣어주세요,cs_qry_ord,cs_how_inst
463,지금 주문했는데 쇼핑백도 넣어주시나요,cs_qry_ord,cs_how_inst
464,쇼핑백도 동봉해주시는지 궁금합니다,cs_qry_ord,cs_qry_ord
465,2020년 4월 이전에 주문한 상품을 확인하고 싶은데 어떻게 하면 되는건가요,cs_qry_ord,cs_how_inst
466,롯데닷컴 구매 날짜 알고싶어요,cs_qry_ord,cs_qry_ord
467,과거 주문내역 확인이 안되는데 이제 불가능한가요,cs_qry_ord,cs_qry_ord_de
468,주문내역 실수로 삭제했는데 어떻게 해요,cs_qry_ord,cs_qry_ord
469,내가 주문한것 보고 싶어,cs_qry_ord,cs_qry_ord
470,내가 주문한거 보여줘,cs_qry_ord,cs_qry_ord
471,내가 주문한거 보고싶어,cs_qry_ord,cs_qry_ord
472,2018년 8월에 결제한게 있는데 그 항목이 뭔지 확인할 수 있을까요?,cs_qry_ord,cs_qry_ord
473,내가 주문한 리스트 보여줘,cs_qry_ord,cs_qry_ord
474,주문조회 하고싶어,cs_qry_ord,com_how_ord
475,주문 완료한 리스트 알려주세요,cs_qry_ord,com_how_ord
476,주문 완료한 리스트 알려줘,cs_qry_ord,cs_qry_ord
477,내가 물건 샀던 내역 어디서 봐,cs_qry_ord,cs_qry_ord
478,주문 내역 어디서 봐,cs_qry_ord,cs_qry_ord
479,내가 샀던 물건 어디서 봐,cs_qry_ord,cs_qry_ord
480,나 뭐 샀더라,cs_qry_ord,cs_qry_ord
481,나 뭐뭐 샀지,cs_qry_ord,cs_qry_ord
482,내가 주문한거 어디서 보나요,cs_qry_ord,cs_qry_ord
483,내가 시킨거 어디서봐,cs_qry_ord,cs_qry_dlv
484,내가 시킨거 확인 어디서 해,cs_qry_ord,cs_qry_dlv
485,내가 시킨거 보여줘,cs_qry_ord,cs_qry_ord
486,지마켓 롯데닷컴 주문내역 확인 되나요,cs_qry_ord,cs_qry_ord
487,해외발송,cs_qry_ord,faq_how_cstm_clrnc
488,해외발송상품,cs_qry_ord,faq_how_cstm_clrnc
489,해외주문상품,cs_qry_ord,faq_how_cstm_clrnc
490,주문목록을 보고싶은데,cs_qry_ord,cs_qry_ord
491,주문목록 보고싶습니다,cs_qry_ord,cs_qry_ord
492,구매내역 조회는 어디서 해,cs_qry_ord,cs_qry_ord
493,구매내역 조회,cs_qry_ord,cs_qry_ord
494,구매내역 알려줘,cs_qry_ord,cs_qry_ord
495,주문 완료한내역,cs_qry_ord,cs_qry_ord
496,"18~19년도 롯데마트 구매내역, 배송정보를 확인하고 싶은데 가능한가요",cs_qry_ord,cs_qry_ord
497,거래내역 어디서 확인할수 있나요,cs_qry_ord,cs_qry_ord
498,주문/배송내역,cs_qry_ord,cs_qry_ord
499,주문/배송 자세히 알려줘,cs_qry_ord,cs_qry_ord
500,주문 기록이 안 보이네요,cs_qry_ord_de,cs_qry_ord_de
501,주문 내역을 찾을 수가 없어요,cs_qry_ord_de,cs_qry_ord_de
502,주문한 내역이 보이지 않아요,cs_qry_ord_de,cs_qry_ord_de
503,주문 기록이 없는 것 같아요,cs_qry_ord_de,cs_qry_ord_de
504,주문 내역이 없는 것 같아요,cs_qry_ord_de,cs_qry_ord_de
505,주문한 기록이 확인되지 않아요,cs_qry_ord_de,cs_qry_ord_de
506,주문 내역이 사라졌나봐요,cs_qry_ord_de,cs_qry_ord_de
507,주문 기록이 없어 보이네요,cs_qry_ord_de,cs_qry_ord_de
508,주문 기록을 찾을 수가 없어요,cs_qry_ord_de,cs_qry_ord_de
509,주문 내역을 찾을 수가 없어요,cs_qry_ord_de,cs_qry_ord_de
510,소셜 간편회원으로 주문한 내역을 보고 싶어요,cs_qry_ord_de,cs_qry_ord_de
511,소셜 간편 회원으로 주문한 내용을 확인하고 싶어요,cs_qry_ord_de,cs_qry_ord_de
512,소셜 계정으로 주문한 내역을 보려고 하는데요,cs_qry_ord_de,cs_qry_ord_de
513,소셜 계정으로 주문한 내역은 어디서 볼 수 있나요,cs_qry_ord_de,cs_qry_ord_de
514,소셜 간편 회원으로 주문한 내용을 조회하고 싶어요,cs_qry_ord_de,cs_qry_ord_de
515,주문 내역 조회가 안되는데 어떻게 해야되나요,cs_qry_ord_de,cs_qry_ord_de
516,주문 내역이 없어졌다니까요,cs_qry_ord_de,cs_qry_ord_de
517,결제는 확인이 되는데 구매내역에는 안 나와요,cs_qry_ord_de,cs_qry_ord_de
518,주문내역이 안 뜨네요,cs_qry_ord_de,cs_qry_ord_de
519,주문내역이 존재하지 않는다고 하는데요,cs_qry_ord_de,cs_qry_ord_de
520,결제했는데 주문내역에 없는데요 어떻게 하죠,cs_qry_ord_de,cs_qry_ord_de
521,주문 내역이 안 나와요,cs_qry_ord_de,cs_qry_ord_de
522,상품 구매했는데 내역이 없다고 나오네요,cs_qry_ord_de,cs_qry_ord_de
523,주문내역이 안 떠요,cs_qry_ord_de,cs_qry_ord_de
524,주문해서 상품도 받았는데 주문내역이 뜨질 않아요,cs_qry_ord_de,cs_qry_ord_de
525,이미 주문했는데 기록이 없나요,cs_qry_ord_de,cs_qry_ord_de
526,주문내역이 없다고 뜨는 건 왜 그런거에요,cs_qry_ord_de,cs_qry_ord_de
527,주문 배송내역이 안 나와요,cs_qry_ord_de,cs_qry_ord_de
528,주문 내역보니 안 보이네요,cs_qry_ord_de,cs_qry_ord_de
529,최근 구입 내역 조회가 안되네요,cs_qry_ord_de,cs_qry_ord_de
530,주문 배송 내역이 검색이 안되는 것 같습니다,cs_qry_ord_de,cs_qry_ord_de
531,주문했고 배송알림카톡문자까지 받았는데 배송조회 클릭하면 주문내역이 없다고 나와요,cs_qry_ord_de,cs_cncl
532,왜 주문 내역 확인이 안되나요,cs_qry_ord_de,cs_qry_ord_de
533,주문내용이 안보이는데요,cs_qry_ord_de,cs_qry_ord_de
534,주문상품이 조회가 안되네요,cs_qry_ord_de,cs_qry_ord_de
535,어제 주문한 내역이 없어요,cs_qry_ord_de,cs_qry_ord_de
536,주문내역이 조회되지 않아요,cs_qry_ord_de,cs_qry_ord_de
537,구매내역이 없네요,cs_qry_ord_de,cs_qry_ord_de
538,pc에서는 주문 배송 내역이 없다고 나옵니다,cs_qry_ord_de,cs_qry_ord_de
539,주문 내역이 없다고 나오는데 확인해주세요,cs_qry_ord_de,cs_qry_ord_de
540,홍차를 구매했었는데 기록이 안보여요,cs_qry_ord_de,cs_qry_ord_de
541,주문내역이 확인이 안됩니다,cs_qry_ord_de,cs_qry_ord_de
542,주문내용이 없다고 나와요,cs_qry_ord_de,cs_qry_ord_de
543,주문내역에 구매한 상품이 안 보입니다,cs_qry_ord_de,cs_qry_ord_de
544,주문내역이 뜨질 않아요,cs_qry_ord_de,cs_qry_ord_de
545,카드에는 결제 내역이 찍혀 있는데 주문내역이 조회가 안돼요,cs_qry_ord_de,cs_qry_ord_de
546,결제를 했는데 주문내역에는 표시가 없네요,cs_qry_ord_de,cs_qry_ord_de
547,제 구입 이력이 안뜨나요,cs_qry_ord_de,cs_qry_ord_de
548,구매기록이 없어진 것 같은데요,cs_qry_ord_de,faq_dsat_dlv_nrcv
549,주문배송내용에 아무것도 안 떠요,cs_qry_ord_de,cs_qry_ord_de
550,픽업 배송 택배로 변경,cs_regchg_gen,cs_regchg_gen
551,픽업 신청했는데 택배 배송으로 변경,cs_regchg_gen,faq_dsat_dlv
552,받는 곳 변경,cs_regchg_gen,cs_regchg_gen
553,배송 픽업 변경,cs_regchg_gen,cs_regchg_smp
554,배송으로 했는데 픽업으로 변경,cs_regchg_gen,cs_regchg_gen
555,배송 방법 변경할래,cs_regchg_gen,cs_regchg_gen
556,배송방법 변경,cs_regchg_gen,cs_regchg_gen
557,내주변픽업으로 변경,cs_regchg_gen,cs_how_smp
558,픽업매장변경,cs_regchg_gen,cs_regchg_gen
559,배송주문 픽업으로 변경할게요,cs_regchg_gen,cs_sgt_exchrtgs
560,결제완료상품 배송지수정 방법,cs_regchg_gen,com_how_ord
561,구매확정 연장버튼이 없어요,cs_regchg_gen,cs_qry_ord_de
562,받는분 전화번호 변경,cs_regchg_gen,cs_regchg_gen
563,받는사람 전화번호 변경을 하려고요,cs_regchg_gen,cs_regchg_gen
564,매장픽업으로 변경 가능할까요,cs_regchg_gen,cs_sgt_exchrtgs
565,매장픽업으로 변경할 수 있을까요,cs_regchg_gen,cs_sgt_exchrtgs
566,배달지점변경,cs_regchg_gen,cs_regchg_gen
567,매장을 변경하고 싶은데요,cs_regchg_gen,cs_regchg_gen
568,배송시간을 마지막 배송으로 변경 해주세요,cs_regchg_gen,cs_regchg_gen
569,배송 빠른 시간으로 변경해주세요,cs_regchg_gen,cs_regchg_gen
570,배송되었어요 배송완료해주세요,cs_regchg_gen,cs_regchg_gen
571,배송 완료를 표시해주세요,cs_regchg_gen,cs_qry_ord
572,주문 상품 배송완료로 확인해주세요,cs_regchg_gen,cs_qry_ord
573,배송 완료처리가 안 된게있어요,cs_regchg_gen,faq_dsat_dlv_nrcv
574,배송완료가 되지 않아요,cs_regchg_gen,faq_dsat_gen
575,배송완료 되게 해주세요,cs_regchg_gen,cs_how_inst
576,배송희망일 바꿀 수 있어,cs_regchg_gen,cs_regchg_smp
577,배송희망일 바꿀 수 있나요,cs_regchg_gen,cs_regchg_smp
578,배송희망일 바꾸고 싶어,cs_regchg_gen,cs_regchg_gen
579,배송희망일 바꾸고 싶습니다,cs_regchg_gen,cs_regchg_gen
580,배송희망날짜 변경하고싶어,cs_regchg_gen,cs_regchg_gen
581,배송지 수정할래,cs_regchg_gen,cs_regchg_gen
582,배송지 수정할라구,cs_regchg_gen,cs_regchg_gen
583,배송지 수정할 수 있나요,cs_regchg_gen,cs_regchg_gen
584,당일주문 상품 배송일시 변경,cs_regchg_gen,cs_regchg_smp
585,당일주문상품 배송일시 변경,cs_regchg_gen,cs_mart_dlv
586,장보기 상품 날짜 변경 좀 해주세요,cs_regchg_gen,cs_regchg_smp
587,장보기상품 날짜 변경 좀 해주세요,cs_regchg_gen,cs_regchg_smp
588,배송지 바꾸려구,cs_regchg_gen,cs_regchg_gen
589,배송지 바꾸는 방법 알려줘,cs_regchg_gen,faq_how_dlv
590,배송지 바꾸고 싶어,cs_regchg_gen,cs_regchg_gen
591,배송지 바꾸고 싶습니다,cs_regchg_gen,cs_regchg_gen
592,배송날짜는 어디서 바꿀 수 있나요,cs_regchg_gen,cs_regchg_smp
593,배송날짜 변경해줘,cs_regchg_gen,cs_regchg_gen
594,배송날짜 변경해주세요,cs_regchg_gen,cs_regchg_gen
595,구매확정하는 방법 알려주세요,cs_regchg_gen,com_how_ord
596,구매확정을 하려면 어떻게 해야하나요,cs_regchg_gen,cs_regchg_gen
597,구매확정은 어떻게 할 수 있을까요,cs_regchg_gen,cs_regchg_gen
598,배송인 이름을 변경바랍니다,cs_regchg_gen,cs_regchg_gen
599,보내는분 수정부탁드리려구요,cs_regchg_gen,cs_qry_dlv
600,픽업일자 바꾸려고,cs_regchg_smp,cs_regchg_smp
601,픽업일자 바꿀라고,cs_regchg_smp,cs_regchg_smp
602,픽업일자 변경 가능합니까,cs_regchg_smp,cs_regchg_smp
603,픽업일자 변경 할라구,cs_regchg_smp,cs_regchg_smp
604,픽업일자 변경하려구,cs_regchg_smp,cs_regchg_smp
605,픽업일자 변경할려고,cs_regchg_smp,cs_regchg_smp
606,픽업일자는 어디서 바꾸나요,cs_regchg_smp,cs_regchg_smp
607,스마트픽 상품 수령일 바꿔주세요,cs_regchg_smp,cs_regchg_smp
608,스마트픽 상품 수령일 변경하려구,cs_regchg_smp,cs_regchg_smp
609,스마트픽 상품 수령일 바꿀수있지,cs_regchg_smp,cs_regchg_smp
610,스마트픽 상품 수령일 변경 요청합니다,cs_regchg_smp,cs_regchg_smp
611,백화점 픽업 날짜 다시 고를게요,cs_regchg_smp,cs_how_smp
612,스마트픽 일정 바꿔주세요,cs_regchg_smp,cs_regchg_smp
613,스마트픽 방문 일정 바꿔주세요,cs_regchg_smp,cs_regchg_smp
614,스마트픽 날짜 미뤄주세요,cs_regchg_smp,cs_regchg_smp
615,스마트픽 날짜 당길 수 있나요,cs_regchg_smp,cs_regchg_smp
616,스마트픽 픽업날짜 다음주로 미룰수 있나요,cs_regchg_smp,cs_regchg_smp
617,스마트픽 픽업일 조정할 수 있나요,cs_regchg_smp,cs_regchg_smp
618,스마트픽 픽업일 조정 가능한가요,cs_regchg_smp,cs_regchg_smp
619,스마트픽 방문일 며칠만 미뤄주세요,cs_regchg_smp,cs_regchg_smp
620,스마트픽 주문한 상품 픽업날짜 변경 되어요,cs_regchg_smp,cs_regchg_smp
621,픽업일 어디서 바꾸나요,cs_regchg_smp,cs_regchg_smp
622,스마트픽 픽업일 변경하는법,cs_regchg_smp,cs_regchg_smp
623,픽업날짜 바꿔줘,cs_regchg_smp,cs_regchg_smp
624,상품 픽업 날짜변경 가능할까요,cs_regchg_smp,cs_regchg_smp
625,상품 픽업 날짜 변경 가능할까요,cs_regchg_smp,cs_regchg_smp
626,상품 픽업일 변경하고 싶어요,cs_regchg_smp,cs_regchg_smp
627,상품 픽업 날짜 변경하고 싶습니다,cs_regchg_smp,cs_regchg_smp
628,픽업일을 변경하고 싶습니다,cs_regchg_smp,cs_regchg_smp
629,스마트픽 방문일자 변경 가능한가요,cs_regchg_smp,cs_regchg_smp
630,3일에 픽업하기로 했는데 5일로 바꿔주세요,cs_regchg_smp,cs_regchg_smp
631,어디서 픽업날짜를 바꿀 수 있나요,cs_regchg_smp,cs_regchg_smp
632,스마트픽으로 주문했는데 날짜 시간 변경 가능한가요,cs_regchg_smp,cs_regchg_smp
633,스마트픽으로 주문한 건 방문 날짜 변경해주세요,cs_regchg_smp,cs_regchg_smp
634,스마트픽 픽업일 변경할 수 있을까요,cs_regchg_smp,cs_regchg_smp
635,스마트픽 픽업일 변경할 수 있나요,cs_regchg_smp,cs_regchg_smp
636,어디서 픽업일 변경이 가능한가요,cs_regchg_smp,cs_regchg_smp
637,어디서 픽업일을 바꿀 수 있나요,cs_regchg_smp,cs_regchg_smp
638,어디서 픽업일을 바꿔야 할까요,cs_regchg_smp,cs_regchg_smp
639,어떻게하면 픽업일을 바꿀 수 있나요,cs_regchg_smp,cs_regchg_smp
640,월요일에 픽업하기로 했는데 화요일로 바꿔줘,cs_regchg_smp,cs_regchg_smp
641,주문상품 픽업날짜를 바꾸고싶어요,cs_regchg_smp,cs_regchg_smp
642,내일 픽업하기로 했는데 모레로 바꿀 수 있을까요,cs_regchg_smp,cs_regchg_smp
643,다른날 픽업 할 수 있을까요,cs_regchg_smp,cs_regchg_smp
644,스마트픽 수령완료 했어요,cs_regchg_smp,cs_regchg_smp
645,스마트픽 수령완료했으니 상태 변경해주세요,cs_regchg_smp,cs_regchg_smp
646,스마트픽 받았어요,cs_regchg_smp,cs_regchg_smp
647,스마트픽 수령완료했어요.,cs_regchg_smp,cs_regchg_smp
648,픽업날짜 어디서 바꾸나요,cs_regchg_smp,cs_regchg_smp
649,픽업날짜 변경해줘,cs_regchg_smp,cs_regchg_smp
650,스마트픽상품 교환/반품하고싶어요,cs_sgt_exchrtgs,cs_how_rfd
651,스마트픽상품 반품하고싶어요,cs_sgt_exchrtgs,cs_how_rfd
652,스마트픽상품 교환하고싶어요,cs_sgt_exchrtgs,cs_how_rfd
653,교환/반품비 얼마인가요,cs_sgt_exchrtgs,cs_sgt_exchrtgs
654,온라인 구입 반품,cs_sgt_exchrtgs,cs_qry_dlv
655,사이즈 변경이 안되어서요,cs_sgt_exchrtgs,faq_dsat_exch
656,반품 경로를 못찾겠어요,cs_sgt_exchrtgs,cs_regchg_gen
657,픽업상품 반품,cs_sgt_exchrtgs,cs_how_rfd
658,반품 신청했는데 택배비 문의,cs_sgt_exchrtgs,cs_sgt_exchrtgs
659,제가 알고 있는 반품비랑 달라요,cs_sgt_exchrtgs,cs_sgt_exchrtgs
660,교환될까요,cs_sgt_exchrtgs,cs_how_smp
661,반품 신청했는데 무료인가요,cs_sgt_exchrtgs,cs_sgt_exchrtgs
662,교환 신청했는데 무료인가요,cs_sgt_exchrtgs,cs_sgt_exchrtgs
663,다른 주문건 반품,cs_sgt_exchrtgs,cs_how_rfd
664,반품접수가 보이지 않습니다,cs_sgt_exchrtgs,cs_how_exch_rtgs_etc
665,반품신청이 없어요,cs_sgt_exchrtgs,cs_how_exch_rtgs_etc
666,반품신청 한다고요,cs_sgt_exchrtgs,cs_sgt_exchrtgs
667,교환 신청하는 방법,cs_sgt_exchrtgs,cs_sgt_exchrtgs
668,교환 신청 시 배송비 추가로 내야하나요,cs_sgt_exchrtgs,shipping_fee_twice
669,교환할때는 배송비 무료인거죠,cs_sgt_exchrtgs,cs_sgt_exchrtgs
