index,Date,Status,Fulfilment,ship-service-level,Style,SKU,Category,Size,Courier Status,Qty,Amount,ship-city,ship-state,ship-postal-code,promotion-ids,Gender,Age Group
172,2024-02-02,Shipped,Amazon,Priority,모짜렐라 치즈,DP-CHS-012,유제품,250g,Delivered,2,8500,중랑구,서울,2100,DAIRYPROMO,M,50대
173,2024-02-03,Shipped,Coupang,Standard,사과,FR-APL-006,과일,1kg,In Transit,1,6500,구로구,서울,8200,FRUITPROMO5,F,30대
174,2024-02-03,Shipped,Market Kurly,Expedited,고구마,VG-SWP-006,채소,1kg,Delivered,3,5800,금천구,서울,8500,VEGGIESALE,M,40대
175,2024-02-03,Shipped,SSG.com,Standard,연유,DP-CDM-006,유제품,300g,Delivered,1,4500,동작구,서울,7200,DAIRYPROMO,F,20대
176,2024-02-03,Shipped,Amazon,Expedited,복숭아,FR-PCH-006,과일,5개입,Delivered,2,11700,관악구,서울,8700,FRUITPROMO5,M,50대
177,2024-02-03,Shipped,Coupang,Standard,샐러드 채소,VG-SLD-006,채소,300g,Delivered,1,4700,광진구,서울,5000,VEGGIESALE,F,30대
178,2024-02-04,Shipped,Market Kurly,Priority,플레인 요거트,DP-YGT-018,유제품,400g,In Transit,3,5500,성북구,서울,2800,DAIRYPROMO,M,40대
179,2024-02-04,Shipped,SSG.com,Standard,수박,FR-WML-006,과일,1통,Delivered,1,12900,강동구,서울,5900,SUMMERFRUIT,F,50대
180,2024-02-04,Shipped,Amazon,Expedited,양파,VG-ONI-006,채소,1kg,Delivered,2,3500,분당구,경기도,13500,VEGGIESALE,M,30대
181,2024-02-04,Shipped,Coupang,Standard,유기농 바나나,FR-BNN-007,과일,500g,Delivered,1,5990,일산동구,경기도,10300,FRUITPROMO5,F,60대
182,2024-02-04,Shipped,Market Kurly,Expedited,국산 방울토마토,VG-TOM-014,채소,200g,Delivered,3,3500,수원시,경기도,16400,NO_PROMO,M,30대
183,2024-02-05,Shipped,SSG.com,Standard,순두부,DP-TFU-007,유제품,300g,In Transit,1,3000,용산구,서울,4000,FRESH10OFF,F,40대
184,2024-02-05,Shipped,Amazon,Priority,아보카도,FR-AVC-007,과일,3개입,Delivered,2,6700,성동구,서울,4800,FRUITPROMO5,M,50대
185,2024-02-05,Shipped,Coupang,Standard,유기농 당근,VG-CRT-007,채소,500g,Delivered,1,4200,마포구,서울,4100,VEGGIESALE,F,30대
186,2024-02-05,Shipped,Market Kurly,Expedited,유기농 시금치,VG-SPN-007,채소,300g,Delivered,3,4900,중구,서울,4500,VEGGIESALE,M,40대
187,2024-02-05,Shipped,SSG.com,Standard,신선 우유,DP-MLK-013,유제품,1L,Delivered,1,2900,종로구,서울,3000,DAIRYPROMO,F,20대
188,2024-02-06,Shipped,Amazon,Expedited,태국 망고,FR-MNG-007,과일,2개입,In Transit,2,7200,은평구,서울,3400,SUMMERFRUIT,M,50대
189,2024-02-06,Shipped,Coupang,Standard,브로콜리,VG-BRC-007,채소,300g,Delivered,1,3900,동대문구,서울,2500,NO_PROMO,F,30대
190,2024-02-06,Shipped,Market Kurly,Priority,그릭 요거트,DP-YGT-019,유제품,500g,Delivered,3,7800,서대문구,서울,3600,DAIRYPROMO,M,40대
191,2024-02-06,Shipped,SSG.com,Standard,골드 키위,FR-KWI-007,과일,6개입,Delivered,1,8900,강북구,서울,1000,FRUITPROMO5,F,50대
192,2024-02-06,Shipped,Amazon,Expedited,유기농 오이,VG-CCB-007,채소,3개입,Delivered,2,4800,도봉구,서울,1300,VEGGIESALE,M,30대
193,2024-02-07,Shipped,Coupang,Standard,체다 치즈,DP-CHS-013,유제품,200g,In Transit,1,7900,노원구,서울,1300,DAIRYPROMO,F,60대
194,2024-02-07,Shipped,Market Kurly,Expedited,딸기,FR-STB-007,과일,400g,Delivered,3,12900,중랑구,서울,2100,SUMMERFRUIT,M,30대
195,2024-02-07,Shipped,SSG.com,Standard,양배추,VG-CBG-007,채소,1통,Delivered,1,3900,구로구,서울,8200,NO_PROMO,F,40대
196,2024-02-07,Shipped,Amazon,Priority,무가당 요구르트,DP-YGT-020,유제품,4개입,Delivered,2,6900,금천구,서울,8500,DAIRYPROMO,M,50대
197,2024-02-07,Shipped,Coupang,Standard,파인애플,FR-PNP-007,과일,1개,Delivered,1,6900,동작구,서울,7200,FRUITPROMO5,F,30대
198,2024-02-08,Shipped,Market Kurly,Expedited,청경채,VG-BCH-007,채소,300g,In Transit,3,4900,관악구,서울,8700,VEGGIESALE,M,40대
199,2024-02-08,Shipped,SSG.com,Standard,저지방 우유,DP-MLK-014,유제품,1L,Delivered,1,3500,광진구,서울,5000,DAIRYPROMO,F,20대
200,2024-02-08,Shipped,Amazon,Expedited,블루베리,FR-BBR-007,과일,200g,Delivered,2,9800,성북구,서울,2800,SUMMERFRUIT,M,50대
201,2024-02-08,Shipped,Coupang,Standard,방울토마토,VG-TOM-015,채소,300g,Delivered,1,4800,강동구,서울,5900,VEGGIESALE,F,30대
202,2024-02-08,Shipped,Market Kurly,Priority,모짜렐라 치즈,DP-CHS-014,유제품,250g,Delivered,3,8500,분당구,경기도,13500,DAIRYPROMO,M,40대
203,2024-02-09,Shipped,SSG.com,Standard,사과,FR-APL-007,과일,1kg,In Transit,1,6500,일산동구,경기도,10300,FRUITPROMO5,F,50대
204,2024-02-09,Shipped,Amazon,Expedited,고구마,VG-SWP-007,채소,1kg,Delivered,2,5800,수원시,경기도,16400,VEGGIESALE,M,30대
205,2024-02-09,Shipped,Coupang,Standard,연유,DP-CDM-007,유제품,300g,Delivered,1,4500,용산구,서울,4000,DAIRYPROMO,F,60대
206,2024-02-09,Shipped,Market Kurly,Expedited,복숭아,FR-PCH-007,과일,5개입,Delivered,3,11700,성동구,서울,4800,FRUITPROMO5,M,30대
207,2024-02-09,Shipped,SSG.com,Standard,샐러드 채소,VG-SLD-007,채소,300g,Delivered,1,4700,마포구,서울,4100,VEGGIESALE,F,40대
208,2024-02-10,Shipped,Amazon,Priority,플레인 요거트,DP-YGT-021,유제품,400g,In Transit,2,5500,중구,서울,4500,DAIRYPROMO,M,50대
209,2024-02-10,Shipped,Coupang,Standard,수박,FR-WML-007,과일,1통,Delivered,1,12900,종로구,서울,3000,SUMMERFRUIT,F,30대
210,2024-02-10,Shipped,Market Kurly,Expedited,양파,VG-ONI-007,채소,1kg,Delivered,3,3500,은평구,서울,3400,VEGGIESALE,M,40대
211,2024-02-10,Shipped,SSG.com,Standard,유기농 바나나,FR-BNN-008,과일,500g,Delivered,1,5990,동대문구,서울,2500,FRUITPROMO5,F,20대
212,2024-02-10,Shipped,Amazon,Expedited,국산 방울토마토,VG-TOM-016,채소,200g,Delivered,2,3500,서대문구,서울,3600,NO_PROMO,M,50대
213,2024-02-11,Shipped,Coupang,Standard,순두부,DP-TFU-008,유제품,300g,In Transit,1,3000,강북구,서울,1000,FRESH10OFF,F,30대
214,2024-02-11,Shipped,Market Kurly,Priority,아보카도,FR-AVC-008,과일,3개입,Delivered,3,6700,도봉구,서울,1300,FRUITPROMO5,M,40대
215,2024-02-11,Shipped,SSG.com,Standard,유기농 당근,VG-CRT-008,채소,500g,Delivered,1,4200,노원구,서울,1300,VEGGIESALE,F,50대
216,2024-02-11,Shipped,Amazon,Expedited,유기농 시금치,VG-SPN-008,채소,300g,Delivered,2,4900,중랑구,서울,2100,VEGGIESALE,M,30대
217,2024-02-11,Shipped,Coupang,Standard,신선 우유,DP-MLK-015,유제품,1L,Delivered,1,2900,구로구,서울,8200,DAIRYPROMO,F,60대
218,2024-02-12,Shipped,Market Kurly,Expedited,태국 망고,FR-MNG-008,과일,2개입,In Transit,3,7200,금천구,서울,8500,SUMMERFRUIT,M,30대
219,2024-02-12,Shipped,SSG.com,Standard,브로콜리,VG-BRC-008,채소,300g,Delivered,1,3900,동작구,서울,7200,NO_PROMO,F,40대
220,2024-02-12,Shipped,Amazon,Priority,그릭 요거트,DP-YGT-022,유제품,500g,Delivered,2,7800,관악구,서울,8700,DAIRYPROMO,M,50대
221,2024-02-12,Shipped,Coupang,Standard,골드 키위,FR-KWI-008,과일,6개입,Delivered,1,8900,광진구,서울,5000,FRUITPROMO5,F,30대
222,2024-02-12,Shipped,Market Kurly,Expedited,유기농 오이,VG-CCB-008,채소,3개입,Delivered,3,4800,성북구,서울,2800,VEGGIESALE,M,40대
223,2024-02-13,Shipped,SSG.com,Standard,체다 치즈,DP-CHS-015,유제품,200g,In Transit,1,7900,강동구,서울,5900,DAIRYPROMO,F,20대
224,2024-02-13,Shipped,Amazon,Expedited,딸기,FR-STB-008,과일,400g,Delivered,2,12900,분당구,경기도,13500,SUMMERFRUIT,M,50대
225,2024-02-13,Shipped,Coupang,Standard,양배추,VG-CBG-008,채소,1통,Delivered,1,3900,일산동구,경기도,10300,NO_PROMO,F,30대
226,2024-02-13,Shipped,Market Kurly,Priority,무가당 요구르트,DP-YGT-023,유제품,4개입,Delivered,3,6900,수원시,경기도,16400,DAIRYPROMO,M,40대
227,2024-02-13,Shipped,SSG.com,Standard,파인애플,FR-PNP-008,과일,1개,Delivered,1,6900,용산구,서울,4000,FRUITPROMO5,F,50대
228,2024-02-14,Shipped,Amazon,Expedited,청경채,VG-BCH-008,채소,300g,In Transit,2,4900,성동구,서울,4800,VEGGIESALE,M,30대
229,2024-02-14,Shipped,Coupang,Standard,저지방 우유,DP-MLK-016,유제품,1L,Delivered,1,3500,마포구,서울,4100,DAIRYPROMO,F,60대
230,2024-02-14,Shipped,Market Kurly,Expedited,블루베리,FR-BBR-008,과일,200g,Delivered,3,9800,중구,서울,4500,SUMMERFRUIT,M,30대
231,2024-02-14,Shipped,SSG.com,Standard,방울토마토,VG-TOM-017,채소,300g,Delivered,1,4800,종로구,서울,3000,VEGGIESALE,F,40대
232,2024-02-14,Shipped,Amazon,Priority,모짜렐라 치즈,DP-CHS-016,유제품,250g,Delivered,2,8500,은평구,서울,3400,DAIRYPROMO,M,50대
233,2024-02-15,Shipped,Coupang,Standard,사과,FR-APL-008,과일,1kg,In Transit,1,6500,동대문구,서울,2500,FRUITPROMO5,F,30대
234,2024-02-15,Shipped,Market Kurly,Expedited,고구마,VG-SWP-008,채소,1kg,Delivered,3,5800,서대문구,서울,3600,VEGGIESALE,M,40대
235,2024-02-15,Shipped,SSG.com,Standard,연유,DP-CDM-008,유제품,300g,Delivered,1,4500,강북구,서울,1000,DAIRYPROMO,F,20대
236,2024-02-15,Shipped,Amazon,Expedited,복숭아,FR-PCH-008,과일,5개입,Delivered,2,11700,도봉구,서울,1300,FRUITPROMO5,M,50대
237,2024-02-15,Shipped,Coupang,Standard,샐러드 채소,VG-SLD-008,채소,300g,Delivered,1,4700,노원구,서울,1300,VEGGIESALE,F,30대
238,2024-02-16,Shipped,Market Kurly,Priority,플레인 요거트,DP-YGT-024,유제품,400g,In Transit,3,5500,중랑구,서울,2100,DAIRYPROMO,M,40대
239,2024-02-16,Shipped,SSG.com,Standard,수박,FR-WML-008,과일,1통,Delivered,1,12900,구로구,서울,8200,SUMMERFRUIT,F,50대
240,2024-02-16,Shipped,Amazon,Expedited,양파,VG-ONI-008,채소,1kg,Delivered,2,3500,금천구,서울,8500,VEGGIESALE,M,30대
241,2024-02-16,Shipped,Coupang,Standard,유기농 바나나,FR-BNN-009,과일,500g,Delivered,1,5990,동작구,서울,7200,FRUITPROMO5,F,60대
242,2024-02-16,Shipped,Market Kurly,Expedited,국산 방울토마토,VG-TOM-018,채소,200g,Delivered,3,3500,관악구,서울,8700,NO_PROMO,M,30대
243,2024-02-17,Shipped,SSG.com,Standard,순두부,DP-TFU-009,유제품,300g,In Transit,1,3000,광진구,서울,5000,FRESH10OFF,F,40대
244,2024-02-17,Shipped,Amazon,Priority,아보카도,FR-AVC-009,과일,3개입,Delivered,2,6700,성북구,서울,2800,FRUITPROMO5,M,50대
245,2024-02-17,Shipped,Coupang,Standard,유기농 당근,VG-CRT-009,채소,500g,Delivered,1,4200,강동구,서울,5900,VEGGIESALE,F,30대
246,2024-02-17,Shipped,Market Kurly,Expedited,유기농 시금치,VG-SPN-009,채소,300g,Delivered,3,4900,분당구,경기도,13500,VEGGIESALE,M,40대
247,2024-02-17,Shipped,SSG.com,Standard,신선 우유,DP-MLK-017,유제품,1L,Delivered,1,2900,일산동구,경기도,10300,DAIRYPROMO,F,20대
248,2024-02-18,Shipped,Amazon,Expedited,태국 망고,FR-MNG-009,과일,2개입,In Transit,2,7200,수원시,경기도,16400,SUMMERFRUIT,M,50대
249,2024-02-18,Shipped,Coupang,Standard,브로콜리,VG-BRC-009,채소,300g,Delivered,1,3900,용산구,서울,4000,NO_PROMO,F,30대
250,2024-02-18,Shipped,Market Kurly,Priority,그릭 요거트,DP-YGT-025,유제품,500g,Delivered,3,7800,성동구,서울,4800,DAIRYPROMO,M,40대
251,2024-02-18,Shipped,SSG.com,Standard,골드 키위,FR-KWI-009,과일,6개입,Delivered,1,8900,마포구,서울,4100,FRUITPROMO5,F,50대
252,2024-02-18,Shipped,Amazon,Expedited,유기농 오이,VG-CCB-009,채소,3개입,Delivered,2,4800,중구,서울,4500,VEGGIESALE,M,30대
253,2024-02-19,Shipped,Coupang,Standard,체다 치즈,DP-CHS-017,유제품,200g,In Transit,1,7900,종로구,서울,3000,DAIRYPROMO,F,60대
254,2024-02-19,Shipped,Market Kurly,Expedited,딸기,FR-STB-009,과일,400g,Delivered,3,12900,은평구,서울,3400,SUMMERFRUIT,M,30대
255,2024-02-19,Shipped,SSG.com,Standard,양배추,VG-CBG-009,채소,1통,Delivered,1,3900,동대문구,서울,2500,NO_PROMO,F,40대
256,2024-02-19,Shipped,Amazon,Priority,무가당 요구르트,DP-YGT-026,유제품,4개입,Delivered,2,6900,서대문구,서울,3600,DAIRYPROMO,M,50대
257,2024-02-19,Shipped,Coupang,Standard,파인애플,FR-PNP-009,과일,1개,Delivered,1,6900,강북구,서울,1000,FRUITPROMO5,F,30대
258,2024-02-20,Shipped,Market Kurly,Expedited,청경채,VG-BCH-009,채소,300g,In Transit,3,4900,도봉구,서울,1300,VEGGIESALE,M,40대
259,2024-02-20,Shipped,SSG.com,Standard,저지방 우유,DP-MLK-018,유제품,1L,Delivered,1,3500,노원구,서울,1300,DAIRYPROMO,F,20대
260,2024-02-20,Shipped,Amazon,Expedited,블루베리,FR-BBR-009,과일,200g,Delivered,2,9800,중랑구,서울,2100,SUMMERFRUIT,M,50대
261,2024-02-20,Shipped,Coupang,Standard,방울토마토,VG-TOM-019,채소,300g,Delivered,1,4800,구로구,서울,8200,VEGGIESALE,F,30대
262,2024-02-20,Shipped,Market Kurly,Priority,모짜렐라 치즈,DP-CHS-018,유제품,250g,Delivered,3,8500,금천구,서울,8500,DAIRYPROMO,M,40대
263,2024-02-21,Shipped,SSG.com,Standard,사과,FR-APL-009,과일,1kg,In Transit,1,6500,동작구,서울,7200,FRUITPROMO5,F,50대
264,2024-02-21,Shipped,Amazon,Expedited,고구마,VG-SWP-009,채소,1kg,Delivered,2,5800,관악구,서울,8700,VEGGIESALE,M,30대
265,2024-02-21,Shipped,Coupang,Standard,연유,DP-CDM-009,유제품,300g,Delivered,1,4500,광진구,서울,5000,DAIRYPROMO,F,60대
266,2024-02-21,Shipped,Market Kurly,Expedited,복숭아,FR-PCH-009,과일,5개입,Delivered,3,11700,성북구,서울,2800,FRUITPROMO5,M,30대
267,2024-02-21,Shipped,SSG.com,Standard,샐러드 채소,VG-SLD-009,채소,300g,Delivered,1,4700,강동구,서울,5900,VEGGIESALE,F,40대
268,2024-02-22,Shipped,Amazon,Priority,플레인 요거트,DP-YGT-027,유제품,400g,In Transit,2,5500,분당구,경기도,13500,DAIRYPROMO,M,50대
269,2024-02-22,Shipped,Coupang,Standard,수박,FR-WML-009,과일,1통,Delivered,1,12900,일산동구,경기도,10300,SUMMERFRUIT,F,30대
270,2024-02-22,Shipped,Market Kurly,Expedited,양파,VG-ONI-009,채소,1kg,Delivered,3,3500,수원시,경기도,16400,VEGGIESALE,M,40대
271,2024-02-22,Shipped,SSG.com,Standard,유기농 바나나,FR-BNN-010,과일,500g,Delivered,1,5990,용산구,서울,4000,FRUITPROMO5,F,20대
272,2024-02-22,Shipped,Amazon,Expedited,국산 방울토마토,VG-TOM-020,채소,200g,Delivered,2,3500,성동구,서울,4800,NO_PROMO,M,50대
273,2024-02-23,Shipped,Coupang,Standard,순두부,DP-TFU-010,유제품,300g,In Transit,1,3000,마포구,서울,4100,FRESH10OFF,F,30대
274,2024-02-23,Shipped,Market Kurly,Priority,아보카도,FR-AVC-010,과일,3개입,Delivered,3,6700,중구,서울,4500,FRUITPROMO5,M,40대
275,2024-02-23,Shipped,SSG.com,Standard,유기농 당근,VG-CRT-010,채소,500g,Delivered,1,4200,종로구,서울,3000,VEGGIESALE,F,50대
276,2024-02-23,Shipped,Amazon,Expedited,유기농 시금치,VG-SPN-010,채소,300g,Delivered,2,4900,은평구,서울,3400,VEGGIESALE,M,30대
277,2024-02-23,Shipped,Coupang,Standard,신선 우유,DP-MLK-019,유제품,1L,Delivered,1,2900,동대문구,서울,2500,DAIRYPROMO,F,60대
278,2024-02-24,Shipped,Market Kurly,Expedited,태국 망고,FR-MNG-010,과일,2개입,In Transit,3,7200,서대문구,서울,3600,SUMMERFRUIT,M,30대
279,2024-02-24,Shipped,SSG.com,Standard,브로콜리,VG-BRC-010,채소,300g,Delivered,1,3900,강북구,서울,1000,NO_PROMO,F,40대
280,2024-02-24,Shipped,Amazon,Priority,그릭 요거트,DP-YGT-028,유제품,500g,Delivered,2,7800,도봉구,서울,1300,DAIRYPROMO,M,50대
281,2024-02-24,Shipped,Coupang,Standard,골드 키위,FR-KWI-010,과일,6개입,Delivered,1,8900,노원구,서울,1300,FRUITPROMO5,F,30대
282,2024-02-24,Shipped,Market Kurly,Expedited,유기농 오이,VG-CCB-010,채소,3개입,Delivered,3,4800,중랑구,서울,2100,VEGGIESALE,M,40대
283,2024-02-25,Shipped,SSG.com,Standard,체다 치즈,DP-CHS-019,유제품,200g,In Transit,1,7900,구로구,서울,8200,DAIRYPROMO,F,20대
284,2024-02-25,Shipped,Amazon,Expedited,딸기,FR-STB-010,과일,400g,Delivered,2,12900,금천구,서울,8500,SUMMERFRUIT,M,50대
285,2024-02-25,Shipped,Coupang,Standard,양배추,VG-CBG-010,채소,1통,Delivered,1,3900,동작구,서울,7200,NO_PROMO,F,30대
286,2024-02-25,Shipped,Market Kurly,Priority,무가당 요구르트,DP-YGT-029,유제품,4개입,Delivered,3,6900,관악구,서울,8700,DAIRYPROMO,M,40대
287,2024-02-25,Shipped,SSG.com,Standard,파인애플,FR-PNP-010,과일,1개,Delivered,1,6900,광진구,서울,5000,FRUITPROMO5,F,50대
288,2024-02-26,Shipped,Amazon,Expedited,청경채,VG-BCH-010,채소,300g,In Transit,2,4900,성북구,서울,2800,VEGGIESALE,M,30대
289,2024-02-26,Shipped,Coupang,Standard,저지방 우유,DP-MLK-020,유제품,1L,Delivered,1,3500,강동구,서울,5900,DAIRYPROMO,F,60대
290,2024-02-26,Shipped,Market Kurly,Expedited,블루베리,FR-BBR-010,과일,200g,Delivered,3,9800,분당구,경기도,13500,SUMMERFRUIT,M,30대
291,2024-02-26,Shipped,SSG.com,Standard,방울토마토,VG-TOM-021,채소,300g,Delivered,1,4800,일산동구,경기도,10300,VEGGIESALE,F,40대
292,2024-02-26,Shipped,Amazon,Priority,모짜렐라 치즈,DP-CHS-020,유제품,250g,Delivered,2,8500,수원시,경기도,16400,DAIRYPROMO,M,50대
293,2024-02-27,Shipped,Coupang,Standard,사과,FR-APL-010,과일,1kg,In Transit,1,6500,용산구,서울,4000,FRUITPROMO5,F,30대
294,2024-02-27,Shipped,Market Kurly,Expedited,고구마,VG-SWP-010,채소,1kg,Delivered,3,5800,성동구,서울,4800,VEGGIESALE,M,40대
295,2024-02-27,Shipped,SSG.com,Standard,연유,DP-CDM-010,유제품,300g,Delivered,1,4500,마포구,서울,4100,DAIRYPROMO,F,20대
296,2024-02-27,Shipped,Amazon,Expedited,복숭아,FR-PCH-010,과일,5개입,Delivered,2,11700,중구,서울,4500,FRUITPROMO5,M,50대
297,2024-02-27,Shipped,Coupang,Standard,샐러드 채소,VG-SLD-010,채소,300g,Delivered,1,4700,종로구,서울,3000,VEGGIESALE,F,30대
298,2024-02-28,Shipped,Market Kurly,Priority,플레인 요거트,DP-YGT-030,유제품,400g,In Transit,3,5500,은평구,서울,3400,DAIRYPROMO,M,40대
299,2024-02-28,Shipped,SSG.com,Standard,수박,FR-WML-010,과일,1통,Delivered,1,12900,동대문구,서울,2500,SUMMERFRUIT,F,50대
300,2024-02-28,Shipped,Amazon,Expedited,양파,VG-ONI-010,채소,1kg,Delivered,2,3500,서대문구,서울,3600,VEGGIESALE,M,30대
301,2024-02-28,Shipped,Coupang,Standard,유기농 바나나,FR-BNN-011,과일,500g,Delivered,1,5990,강북구,서울,1000,FRUITPROMO5,F,60대
302,2024-02-28,Shipped,Market Kurly,Expedited,국산 방울토마토,VG-TOM-022,채소,200g,Delivered,3,3500,도봉구,서울,1300,NO_PROMO,M,30대
303,2024-02-29,Shipped,SSG.com,Standard,순두부,DP-TFU-011,유제품,300g,In Transit,1,3000,노원구,서울,1300,FRESH10OFF,F,40대
304,2024-02-29,Shipped,Amazon,Priority,아보카도,FR-AVC-011,과일,3개입,Delivered,2,6700,중랑구,서울,2100,FRUITPROMO5,M,50대
305,2024-02-29,Shipped,Coupang,Standard,유기농 당근,VG-CRT-011,채소,500g,Delivered,1,4200,구로구,서울,8200,VEGGIESALE,F,30대
306,2024-02-29,Shipped,Market Kurly,Expedited,유기농 시금치,VG-SPN-011,채소,300g,Delivered,3,4900,금천구,서울,8500,VEGGIESALE,M,40대
307,2024-02-29,Shipped,SSG.com,Standard,신선 우유,DP-MLK-021,유제품,1L,Delivered,1,2900,동작구,서울,7200,DAIRYPROMO,F,20대
308,2024-03-01,Shipped,Amazon,Expedited,태국 망고,FR-MNG-011,과일,2개입,In Transit,2,7200,관악구,서울,8700,SUMMERFRUIT,M,50대
309,2024-03-01,Shipped,Coupang,Standard,브로콜리,VG-BRC-011,채소,300g,Delivered,1,3900,광진구,서울,5000,NO_PROMO,F,30대
310,2024-03-01,Shipped,Market Kurly,Priority,그릭 요거트,DP-YGT-031,유제품,500g,Delivered,3,7800,성북구,서울,2800,DAIRYPROMO,M,40대
311,2024-03-01,Shipped,SSG.com,Standard,골드 키위,FR-KWI-011,과일,6개입,Delivered,1,8900,강동구,서울,5900,FRUITPROMO5,F,50대
312,2024-03-01,Shipped,Amazon,Expedited,유기농 오이,VG-CCB-011,채소,3개입,Delivered,2,4800,분당구,경기도,13500,VEGGIESALE,M,30대
313,2024-03-02,Shipped,Coupang,Standard,체다 치즈,DP-CHS-021,유제품,200g,In Transit,1,7900,일산동구,경기도,10300,DAIRYPROMO,F,60대
314,2024-03-02,Shipped,Market Kurly,Expedited,딸기,FR-STB-011,과일,400g,Delivered,3,12900,수원시,경기도,16400,SUMMERFRUIT,M,30대
315,2024-03-02,Shipped,SSG.com,Standard,양배추,VG-CBG-011,채소,1통,Delivered,1,3900,용산구,서울,4000,NO_PROMO,F,40대
316,2024-03-02,Shipped,Amazon,Priority,무가당 요구르트,DP-YGT-032,유제품,4개입,Delivered,2,6900,성동구,서울,4800,DAIRYPROMO,M,50대
317,2024-03-02,Shipped,Coupang,Standard,파인애플,FR-PNP-011,과일,1개,Delivered,1,6900,마포구,서울,4100,FRUITPROMO5,F,30대
318,2024-03-03,Shipped,Market Kurly,Expedited,청경채,VG-BCH-011,채소,300g,In Transit,3,4900,중구,서울,4500,VEGGIESALE,M,40대
319,2024-03-03,Shipped,SSG.com,Standard,저지방 우유,DP-MLK-022,유제품,1L,Delivered,1,3500,종로구,서울,3000,DAIRYPROMO,F,20대
320,2024-03-03,Shipped,Amazon,Expedited,블루베리,FR-BBR-011,과일,200g,Delivered,2,9800,은평구,서울,3400,SUMMERFRUIT,M,50대
321,2024-03-03,Shipped,Coupang,Standard,방울토마토,VG-TOM-023,채소,300g,Delivered,1,4800,동대문구,서울,2500,VEGGIESALE,F,30대
322,2024-03-03,Shipped,Market Kurly,Priority,모짜렐라 치즈,DP-CHS-022,유제품,250g,Delivered,3,8500,서대문구,서울,3600,DAIRYPROMO,M,40대
323,2024-03-04,Shipped,SSG.com,Standard,사과,FR-APL-011,과일,1kg,In Transit,1,6500,강북구,서울,1000,FRUITPROMO5,F,50대
324,2024-03-04,Shipped,Amazon,Expedited,고구마,VG-SWP-011,채소,1kg,Delivered,2,5800,도봉구,서울,1300,VEGGIESALE,M,30대
325,2024-03-04,Shipped,Coupang,Standard,연유,DP-CDM-011,유제품,300g,Delivered,1,4500,노원구,서울,1300,DAIRYPROMO,F,60대
326,2024-03-04,Shipped,Market Kurly,Expedited,복숭아,FR-PCH-011,과일,5개입,Delivered,3,11700,중랑구,서울,2100,FRUITPROMO5,M,30대
327,2024-03-04,Shipped,SSG.com,Standard,샐러드 채소,VG-SLD-011,채소,300g,Delivered,1,4700,구로구,서울,8200,VEGGIESALE,F,40대
328,2024-03-05,Shipped,Amazon,Priority,플레인 요거트,DP-YGT-033,유제품,400g,In Transit,2,5500,금천구,서울,8500,DAIRYPROMO,M,50대
329,2024-03-05,Shipped,Coupang,Standard,수박,FR-WML-011,과일,1통,Delivered,1,12900,동작구,서울,7200,SUMMERFRUIT,F,30대
330,2024-03-05,Shipped,Market Kurly,Expedited,양파,VG-ONI-011,채소,1kg,Delivered,3,3500,관악구,서울,8700,VEGGIESALE,M,40대
331,2024-03-05,Shipped,SSG.com,Standard,유기농 바나나,FR-BNN-012,과일,500g,Delivered,1,5990,광진구,서울,5000,FRUITPROMO5,F,20대
332,2024-03-05,Shipped,Amazon,Expedited,국산 방울토마토,VG-TOM-024,채소,200g,Delivered,2,3500,성북구,서울,2800,NO_PROMO,M,50대
333,2024-03-06,Shipped,Coupang,Standard,순두부,DP-TFU-012,유제품,300g,In Transit,1,3000,강동구,서울,5900,FRESH10OFF,F,30대
334,2024-03-06,Shipped,Market Kurly,Priority,아보카도,FR-AVC-012,과일,3개입,Delivered,3,6700,분당구,경기도,13500,FRUITPROMO5,M,40대
335,2024-03-06,Shipped,SSG.com,Standard,유기농 당근,VG-CRT-012,채소,500g,Delivered,1,4200,일산동구,경기도,10300,VEGGIESALE,F,50대
336,2024-03-06,Shipped,Amazon,Expedited,유기농 시금치,VG-SPN-012,채소,300g,Delivered,2,4900,수원시,경기도,16400,VEGGIESALE,M,30대
337,2024-03-06,Shipped,Coupang,Standard,신선 우유,DP-MLK-023,유제품,1L,Delivered,1,2900,용산구,서울,4000,DAIRYPROMO,F,60대
338,2024-03-07,Shipped,Market Kurly,Expedited,태국 망고,FR-MNG-012,과일,2개입,In Transit,3,7200,성동구,서울,4800,SUMMERFRUIT,M,30대
339,2024-03-07,Shipped,SSG.com,Standard,브로콜리,VG-BRC-012,채소,300g,Delivered,1,3900,마포구,서울,4100,NO_PROMO,F,40대
340,2024-03-07,Shipped,Amazon,Priority,그릭 요거트,DP-YGT-034,유제품,500g,Delivered,2,7800,중구,서울,4500,DAIRYPROMO,M,50대
341,2024-03-07,Shipped,Coupang,Standard,골드 키위,FR-KWI-012,과일,6개입,Delivered,1,8900,종로구,서울,3000,FRUITPROMO5,F,30대
342,2024-03-07,Shipped,Market Kurly,Expedited,유기농 오이,VG-CCB-012,채소,3개입,Delivered,3,4800,은평구,서울,3400,VEGGIESALE,M,40대
343,2024-03-08,Shipped,SSG.com,Standard,체다 치즈,DP-CHS-023,유제품,200g,In Transit,1,7900,동대문구,서울,2500,DAIRYPROMO,F,20대
