index,Date,Status,Fulfilment,ship-service-level,Style,SKU,Category,Size,Courier Status,Qty,Amount,ship-city,ship-state,ship-postal-code,promotion-ids,Gender,Age Group,Month,Day,Weekday
299,2024-02-28,Shipped,SSG.com,Standard,수박,FR-WML-010,과일,1통,Delivered,1,12900,동대문구,서울,2500,SUMMERFRUIT,F,50대,2,28,Wednesday
300,2024-02-28,Shipped,Amazon,Expedited,양파,VG-ONI-010,채소,1kg,Delivered,2,3500,서대문구,서울,3600,VEGGIESALE,M,30대,2,28,Wednesday
301,2024-02-28,Shipped,Coupang,Standard,유기농 바나나,FR-BNN-011,과일,500g,Delivered,1,5990,강북구,서울,1000,FRUITPROMO5,F,60대,2,28,Wednesday
302,2024-02-28,Shipped,Market Kurly,Expedited,국산 방울토마토,VG-TOM-022,채소,200g,Delivered,3,3500,도봉구,서울,1300,NO_PROMO,M,30대,2,28,Wednesday
303,2024-02-29,Shipped,SSG.com,Standard,순두부,DP-TFU-011,유제품,300g,In Transit,1,3000,노원구,서울,1300,FRESH10OFF,F,40대,2,29,Thursday
304,2024-02-29,Shipped,Amazon,Priority,아보카도,FR-AVC-011,과일,3개입,Delivered,2,6700,중랑구,서울,2100,FRUITPROMO5,M,50대,2,29,Thursday
305,2024-02-29,Shipped,Coupang,Standard,유기농 당근,VG-CRT-011,채소,500g,Delivered,1,4200,구로구,서울,8200,VEGGIESALE,F,30대,2,29,Thursday
306,2024-02-29,Shipped,Market Kurly,Expedited,유기농 시금치,VG-SPN-011,채소,300g,Delivered,3,4900,금천구,서울,8500,VEGGIESALE,M,40대,2,29,Thursday
307,2024-02-29,Shipped,SSG.com,Standard,신선 우유,DP-MLK-021,유제품,1L,Delivered,1,2900,동작구,서울,7200,DAIRYPROMO,F,20대,2,29,Thursday
308,2024-03-01,Shipped,Amazon,Expedited,태국 망고,FR-MNG-011,과일,2개입,In Transit,2,7200,관악구,서울,8700,SUMMERFRUIT,M,50대,3,1,Friday
309,2024-03-01,Shipped,Coupang,Standard,브로콜리,VG-BRC-011,채소,300g,Delivered,1,3900,광진구,서울,5000,NO_PROMO,F,30대,3,1,Friday
310,2024-03-01,Shipped,Market Kurly,Priority,그릭 요거트,DP-YGT-031,유제품,500g,Delivered,3,7800,성북구,서울,2800,DAIRYPROMO,M,40대,3,1,Friday
311,2024-03-01,Shipped,SSG.com,Standard,골드 키위,FR-KWI-011,과일,6개입,Delivered,1,8900,강동구,서울,5900,FRUITPROMO5,F,50대,3,1,Friday
312,2024-03-01,Shipped,Amazon,Expedited,유기농 오이,VG-CCB-011,채소,3개입,Delivered,2,4800,분당구,경기도,13500,VEGGIESALE,M,30대,3,1,Friday
313,2024-03-02,Shipped,Coupang,Standard,체다 치즈,DP-CHS-021,유제품,200g,In Transit,1,7900,일산동구,경기도,10300,DAIRYPROMO,F,60대,3,2,Saturday
314,2024-03-02,Shipped,Market Kurly,Expedited,딸기,FR-STB-011,과일,400g,Delivered,3,12900,수원시,경기도,16400,SUMMERFRUIT,M,30대,3,2,Saturday
315,2024-03-02,Shipped,SSG.com,Standard,양배추,VG-CBG-011,채소,1통,Delivered,1,3900,용산구,서울,4000,NO_PROMO,F,40대,3,2,Saturday
316,2024-03-02,Shipped,Amazon,Priority,무가당 요구르트,DP-YGT-032,유제품,4개입,Delivered,2,6900,성동구,서울,4800,DAIRYPROMO,M,50대,3,2,Saturday
317,2024-03-02,Shipped,Coupang,Standard,파인애플,FR-PNP-011,과일,1개,Delivered,1,6900,마포구,서울,4100,FRUITPROMO5,F,30대,3,2,Saturday
318,2024-03-03,Shipped,Market Kurly,Expedited,청경채,VG-BCH-011,채소,300g,In Transit,3,4900,중구,서울,4500,VEGGIESALE,M,40대,3,3,Sunday
319,2024-03-03,Shipped,SSG.com,Standard,저지방 우유,DP-MLK-022,유제품,1L,Delivered,1,3500,종로구,서울,3000,DAIRYPROMO,F,20대,3,3,Sunday
320,2024-03-03,Shipped,Amazon,Expedited,블루베리,FR-BBR-011,과일,200g,Delivered,2,9800,은평구,서울,3400,SUMMERFRUIT,M,50대,3,3,Sunday
321,2024-03-03,Shipped,Coupang,Standard,방울토마토,VG-TOM-023,채소,300g,Delivered,1,4800,동대문구,서울,2500,VEGGIESALE,F,30대,3,3,Sunday
322,2024-03-03,Shipped,Market Kurly,Priority,모짜렐라 치즈,DP-CHS-022,유제품,250g,Delivered,3,8500,서대문구,서울,3600,DAIRYPROMO,M,40대,3,3,Sunday
323,2024-03-04,Shipped,SSG.com,Standard,사과,FR-APL-011,과일,1kg,In Transit,1,6500,강북구,서울,1000,FRUITPROMO5,F,50대,3,4,Monday
324,2024-03-04,Shipped,Amazon,Expedited,고구마,VG-SWP-011,채소,1kg,Delivered,2,5800,도봉구,서울,1300,VEGGIESALE,M,30대,3,4,Monday
325,2024-03-04,Shipped,Coupang,Standard,연유,DP-CDM-011,유제품,300g,Delivered,1,4500,노원구,서울,1300,DAIRYPROMO,F,60대,3,4,Monday
326,2024-03-04,Shipped,Market Kurly,Expedited,복숭아,FR-PCH-011,과일,5개입,Delivered,3,11700,중랑구,서울,2100,FRUITPROMO5,M,30대,3,4,Monday
327,2024-03-04,Shipped,SSG.com,Standard,샐러드 채소,VG-SLD-011,채소,300g,Delivered,1,4700,구로구,서울,8200,VEGGIESALE,F,40대,3,4,Monday
328,2024-03-05,Shipped,Amazon,Priority,플레인 요거트,DP-YGT-033,유제품,400g,In Transit,2,5500,금천구,서울,8500,DAIRYPROMO,M,50대,3,5,Tuesday
329,2024-03-05,Shipped,Coupang,Standard,수박,FR-WML-011,과일,1통,Delivered,1,12900,동작구,서울,7200,SUMMERFRUIT,F,30대,3,5,Tuesday
330,2024-03-05,Shipped,Market Kurly,Expedited,양파,VG-ONI-011,채소,1kg,Delivered,3,3500,관악구,서울,8700,VEGGIESALE,M,40대,3,5,Tuesday
331,2024-03-05,Shipped,SSG.com,Standard,유기농 바나나,FR-BNN-012,과일,500g,Delivered,1,5990,광진구,서울,5000,FRUITPROMO5,F,20대,3,5,Tuesday
332,2024-03-05,Shipped,Amazon,Expedited,국산 방울토마토,VG-TOM-024,채소,200g,Delivered,2,3500,성북구,서울,2800,NO_PROMO,M,50대,3,5,Tuesday
333,2024-03-06,Shipped,Coupang,Standard,순두부,DP-TFU-012,유제품,300g,In Transit,1,3000,강동구,서울,5900,FRESH10OFF,F,30대,3,6,Wednesday
334,2024-03-06,Shipped,Market Kurly,Priority,아보카도,FR-AVC-012,과일,3개입,Delivered,3,6700,분당구,경기도,13500,FRUITPROMO5,M,40대,3,6,Wednesday
335,2024-03-06,Shipped,SSG.com,Standard,유기농 당근,VG-CRT-012,채소,500g,Delivered,1,4200,일산동구,경기도,10300,VEGGIESALE,F,50대,3,6,Wednesday
336,2024-03-06,Shipped,Amazon,Expedited,유기농 시금치,VG-SPN-012,채소,300g,Delivered,2,4900,수원시,경기도,16400,VEGGIESALE,M,30대,3,6,Wednesday
337,2024-03-06,Shipped,Coupang,Standard,신선 우유,DP-MLK-023,유제품,1L,Delivered,1,2900,용산구,서울,4000,DAIRYPROMO,F,60대,3,6,Wednesday
338,2024-03-07,Shipped,Market Kurly,Expedited,태국 망고,FR-MNG-012,과일,2개입,In Transit,3,7200,성동구,서울,4800,SUMMERFRUIT,M,30대,3,7,Thursday
339,2024-03-07,Shipped,SSG.com,Standard,브로콜리,VG-BRC-012,채소,300g,Delivered,1,3900,마포구,서울,4100,NO_PROMO,F,40대,3,7,Thursday
340,2024-03-07,Shipped,Amazon,Priority,그릭 요거트,DP-YGT-034,유제품,500g,Delivered,2,7800,중구,서울,4500,DAIRYPROMO,M,50대,3,7,Thursday
341,2024-03-07,Shipped,Coupang,Standard,골드 키위,FR-KWI-012,과일,6개입,Delivered,1,8900,종로구,서울,3000,FRUITPROMO5,F,30대,3,7,Thursday
342,2024-03-07,Shipped,Market Kurly,Expedited,유기농 오이,VG-CCB-012,채소,3개입,Delivered,3,4800,은평구,서울,3400,VEGGIESALE,M,40대,3,7,Thursday
343,2024-03-08,Shipped,SSG.com,Standard,체다 치즈,DP-CHS-023,유제품,200g,In Transit,1,7900,동대문구,서울,2500,DAIRYPROMO,F,20대,3,8,Friday
344,2024-03-08,Shipped,Amazon,Expedited,딸기,FR-STB-012,과일,400g,Delivered,2,12900,서대문구,서울,3600,SUMMERFRUIT,M,50대,3,8,Friday
345,2024-03-08,Shipped,Coupang,Standard,양배추,VG-CBG-012,채소,1통,Delivered,1,3900,강북구,서울,1000,NO_PROMO,F,30대,3,8,Friday
346,2024-03-08,Shipped,Market Kurly,Priority,무가당 요구르트,DP-YGT-035,유제품,4개입,Delivered,3,6900,도봉구,서울,1300,DAIRYPROMO,M,40대,3,8,Friday
347,2024-03-08,Shipped,SSG.com,Standard,파인애플,FR-PNP-012,과일,1개,Delivered,1,6900,노원구,서울,1300,FRUITPROMO5,F,50대,3,8,Friday
348,2024-03-09,Shipped,Amazon,Expedited,청경채,VG-BCH-012,채소,300g,In Transit,2,4900,중랑구,서울,2100,VEGGIESALE,M,30대,3,9,Saturday
349,2024-03-09,Shipped,Coupang,Standard,저지방 우유,DP-MLK-024,유제품,1L,Delivered,1,3500,구로구,서울,8200,DAIRYPROMO,F,60대,3,9,Saturday
350,2024-03-09,Shipped,Market Kurly,Expedited,블루베리,FR-BBR-012,과일,200g,Delivered,3,9800,금천구,서울,8500,SUMMERFRUIT,M,30대,3,9,Saturday
351,2024-03-09,Shipped,SSG.com,Standard,방울토마토,VG-TOM-025,채소,300g,Delivered,1,4800,동작구,서울,7200,VEGGIESALE,F,40대,3,9,Saturday
352,2024-03-09,Shipped,Amazon,Priority,모짜렐라 치즈,DP-CHS-024,유제품,250g,Delivered,2,8500,관악구,서울,8700,DAIRYPROMO,M,50대,3,9,Saturday
353,2024-03-10,Shipped,Coupang,Standard,사과,FR-APL-012,과일,1kg,In Transit,1,6500,광진구,서울,5000,FRUITPROMO5,F,30대,3,10,Sunday
354,2024-03-10,Shipped,Market Kurly,Expedited,고구마,VG-SWP-012,채소,1kg,Delivered,3,5800,성북구,서울,2800,VEGGIESALE,M,40대,3,10,Sunday
355,2024-03-10,Shipped,SSG.com,Standard,연유,DP-CDM-012,유제품,300g,Delivered,1,4500,강동구,서울,5900,DAIRYPROMO,F,20대,3,10,Sunday
356,2024-03-10,Shipped,Amazon,Expedited,복숭아,FR-PCH-012,과일,5개입,Delivered,2,11700,분당구,경기도,13500,FRUITPROMO5,M,50대,3,10,Sunday
357,2024-03-10,Shipped,Coupang,Standard,샐러드 채소,VG-SLD-012,채소,300g,Delivered,1,4700,일산동구,경기도,10300,VEGGIESALE,F,30대,3,10,Sunday
358,2024-03-11,Shipped,Market Kurly,Priority,플레인 요거트,DP-YGT-036,유제품,400g,In Transit,3,5500,수원시,경기도,16400,DAIRYPROMO,M,40대,3,11,Monday
359,2024-03-11,Shipped,SSG.com,Standard,수박,FR-WML-012,과일,1통,Delivered,1,12900,용산구,서울,4000,SUMMERFRUIT,F,50대,3,11,Monday
360,2024-03-11,Shipped,Amazon,Expedited,양파,VG-ONI-012,채소,1kg,Delivered,2,3500,성동구,서울,4800,VEGGIESALE,M,30대,3,11,Monday
361,2024-03-11,Shipped,Coupang,Standard,유기농 바나나,FR-BNN-013,과일,500g,Delivered,1,5990,마포구,서울,4100,FRUITPROMO5,F,60대,3,11,Monday
362,2024-03-11,Shipped,Market Kurly,Expedited,국산 방울토마토,VG-TOM-026,채소,200g,Delivered,3,3500,중구,서울,4500,NO_PROMO,M,30대,3,11,Monday
363,2024-03-12,Shipped,SSG.com,Standard,순두부,DP-TFU-013,유제품,300g,In Transit,1,3000,종로구,서울,3000,FRESH10OFF,F,40대,3,12,Tuesday
364,2024-03-12,Shipped,Amazon,Priority,아보카도,FR-AVC-013,과일,3개입,Delivered,2,6700,은평구,서울,3400,FRUITPROMO5,M,50대,3,12,Tuesday
365,2024-03-12,Shipped,Coupang,Standard,유기농 당근,VG-CRT-013,채소,500g,Delivered,1,4200,동대문구,서울,2500,VEGGIESALE,F,30대,3,12,Tuesday
366,2024-03-12,Shipped,Market Kurly,Expedited,유기농 시금치,VG-SPN-013,채소,300g,Delivered,3,4900,서대문구,서울,3600,VEGGIESALE,M,40대,3,12,Tuesday
367,2024-03-12,Shipped,SSG.com,Standard,신선 우유,DP-MLK-025,유제품,1L,Delivered,1,2900,강북구,서울,1000,DAIRYPROMO,F,20대,3,12,Tuesday
368,2024-03-13,Shipped,Amazon,Expedited,태국 망고,FR-MNG-013,과일,2개입,In Transit,2,7200,도봉구,서울,1300,SUMMERFRUIT,M,50대,3,13,Wednesday
369,2024-03-13,Shipped,Coupang,Standard,브로콜리,VG-BRC-013,채소,300g,Delivered,1,3900,노원구,서울,1300,NO_PROMO,F,30대,3,13,Wednesday
370,2024-03-13,Shipped,Market Kurly,Priority,그릭 요거트,DP-YGT-037,유제품,500g,Delivered,3,7800,중랑구,서울,2100,DAIRYPROMO,M,40대,3,13,Wednesday
371,2024-03-13,Shipped,SSG.com,Standard,골드 키위,FR-KWI-013,과일,6개입,Delivered,1,8900,구로구,서울,8200,FRUITPROMO5,F,50대,3,13,Wednesday
372,2024-03-13,Shipped,Amazon,Expedited,유기농 오이,VG-CCB-013,채소,3개입,Delivered,2,4800,금천구,서울,8500,VEGGIESALE,M,30대,3,13,Wednesday
373,2024-03-14,Shipped,Coupang,Standard,체다 치즈,DP-CHS-025,유제품,200g,In Transit,1,7900,동작구,서울,7200,DAIRYPROMO,F,60대,3,14,Thursday
374,2024-03-14,Shipped,Market Kurly,Expedited,딸기,FR-STB-013,과일,400g,Delivered,3,12900,관악구,서울,8700,SUMMERFRUIT,M,30대,3,14,Thursday
375,2024-03-14,Shipped,SSG.com,Standard,양배추,VG-CBG-013,채소,1통,Delivered,1,3900,광진구,서울,5000,NO_PROMO,F,40대,3,14,Thursday
376,2024-03-14,Shipped,Amazon,Priority,무가당 요구르트,DP-YGT-038,유제품,4개입,Delivered,2,6900,성북구,서울,2800,DAIRYPROMO,M,50대,3,14,Thursday
377,2024-03-14,Shipped,Coupang,Standard,파인애플,FR-PNP-013,과일,1개,Delivered,1,6900,강동구,서울,5900,FRUITPROMO5,F,30대,3,14,Thursday
378,2024-03-15,Shipped,Market Kurly,Expedited,청경채,VG-BCH-013,채소,300g,In Transit,3,4900,분당구,경기도,13500,VEGGIESALE,M,40대,3,15,Friday
379,2024-03-15,Shipped,SSG.com,Standard,저지방 우유,DP-MLK-026,유제품,1L,Delivered,1,3500,일산동구,경기도,10300,DAIRYPROMO,F,20대,3,15,Friday
380,2024-03-15,Shipped,Amazon,Expedited,블루베리,FR-BBR-013,과일,200g,Delivered,2,9800,수원시,경기도,16400,SUMMERFRUIT,M,50대,3,15,Friday
381,2024-03-15,Shipped,Coupang,Standard,방울토마토,VG-TOM-027,채소,300g,Delivered,1,4800,용산구,서울,4000,VEGGIESALE,F,30대,3,15,Friday
382,2024-03-15,Shipped,Market Kurly,Priority,모짜렐라 치즈,DP-CHS-026,유제품,250g,Delivered,3,8500,성동구,서울,4800,DAIRYPROMO,M,40대,3,15,Friday
383,2024-03-16,Shipped,SSG.com,Standard,사과,FR-APL-013,과일,1kg,In Transit,1,6500,마포구,서울,4100,FRUITPROMO5,F,50대,3,16,Saturday
384,2024-03-16,Shipped,Amazon,Expedited,고구마,VG-SWP-013,채소,1kg,Delivered,2,5800,중구,서울,4500,VEGGIESALE,M,30대,3,16,Saturday
385,2024-03-16,Shipped,Coupang,Standard,연유,DP-CDM-013,유제품,300g,Delivered,1,4500,종로구,서울,3000,DAIRYPROMO,F,60대,3,16,Saturday
386,2024-03-16,Shipped,Market Kurly,Expedited,복숭아,FR-PCH-013,과일,5개입,Delivered,3,11700,은평구,서울,3400,FRUITPROMO5,M,30대,3,16,Saturday
387,2024-03-16,Shipped,SSG.com,Standard,샐러드 채소,VG-SLD-013,채소,300g,Delivered,1,4700,동대문구,서울,2500,VEGGIESALE,F,40대,3,16,Saturday
388,2024-03-17,Shipped,Amazon,Priority,플레인 요거트,DP-YGT-039,유제품,400g,In Transit,2,5500,서대문구,서울,3600,DAIRYPROMO,M,50대,3,17,Sunday
389,2024-03-17,Shipped,Coupang,Standard,수박,FR-WML-013,과일,1통,Delivered,1,12900,강북구,서울,1000,SUMMERFRUIT,F,30대,3,17,Sunday
390,2024-03-17,Shipped,Market Kurly,Expedited,양파,VG-ONI-013,채소,1kg,Delivered,3,3500,도봉구,서울,1300,VEGGIESALE,M,40대,3,17,Sunday
391,2024-03-17,Shipped,SSG.com,Standard,유기농 바나나,FR-BNN-014,과일,500g,Delivered,1,5990,노원구,서울,1300,FRUITPROMO5,F,20대,3,17,Sunday
392,2024-03-17,Shipped,Amazon,Expedited,국산 방울토마토,VG-TOM-028,채소,200g,Delivered,2,3500,중랑구,서울,2100,NO_PROMO,M,50대,3,17,Sunday
393,2024-03-18,Shipped,Coupang,Standard,순두부,DP-TFU-014,유제품,300g,In Transit,1,3000,구로구,서울,8200,FRESH10OFF,F,30대,3,18,Monday
394,2024-03-18,Shipped,Market Kurly,Priority,아보카도,FR-AVC-014,과일,3개입,Delivered,3,6700,금천구,서울,8500,FRUITPROMO5,M,40대,3,18,Monday
395,2024-03-18,Shipped,SSG.com,Standard,유기농 당근,VG-CRT-014,채소,500g,Delivered,1,4200,동작구,서울,7200,VEGGIESALE,F,50대,3,18,Monday
396,2024-03-18,Shipped,Amazon,Expedited,유기농 시금치,VG-SPN-014,채소,300g,Delivered,2,4900,관악구,서울,8700,VEGGIESALE,M,30대,3,18,Monday
397,2024-03-18,Shipped,Coupang,Standard,신선 우유,DP-MLK-027,유제품,1L,Delivered,1,2900,광진구,서울,5000,DAIRYPROMO,F,60대,3,18,Monday
398,2024-03-19,Shipped,Market Kurly,Expedited,태국 망고,FR-MNG-014,과일,2개입,In Transit,3,7200,성북구,서울,2800,SUMMERFRUIT,M,30대,3,19,Tuesday
399,2024-03-19,Shipped,SSG.com,Standard,브로콜리,VG-BRC-014,채소,300g,Delivered,1,3900,강동구,서울,5900,NO_PROMO,F,40대,3,19,Tuesday
400,2024-03-19,Shipped,Amazon,Priority,그릭 요거트,DP-YGT-040,유제품,500g,Delivered,2,7800,분당구,경기도,13500,DAIRYPROMO,M,50대,3,19,Tuesday
401,2024-03-19,Shipped,Coupang,Standard,골드 키위,FR-KWI-014,과일,6개입,Delivered,1,8900,일산동구,경기도,10300,FRUITPROMO5,F,30대,3,19,Tuesday
402,2024-03-19,Shipped,Market Kurly,Expedited,유기농 오이,VG-CCB-014,채소,3개입,Delivered,3,4800,수원시,경기도,16400,VEGGIESALE,M,40대,3,19,Tuesday
403,2024-03-20,Shipped,SSG.com,Standard,체다 치즈,DP-CHS-027,유제품,200g,In Transit,1,7900,용산구,서울,4000,DAIRYPROMO,F,20대,3,20,Wednesday
404,2024-03-20,Shipped,Amazon,Expedited,딸기,FR-STB-014,과일,400g,Delivered,2,12900,성동구,서울,4800,SUMMERFRUIT,M,50대,3,20,Wednesday
405,2024-03-20,Shipped,Coupang,Standard,양배추,VG-CBG-014,채소,1통,Delivered,1,3900,마포구,서울,4100,NO_PROMO,F,30대,3,20,Wednesday
406,2024-03-20,Shipped,Market Kurly,Priority,무가당 요구르트,DP-YGT-041,유제품,4개입,Delivered,3,6900,중구,서울,4500,DAIRYPROMO,M,40대,3,20,Wednesday
407,2024-03-20,Shipped,SSG.com,Standard,파인애플,FR-PNP-014,과일,1개,Delivered,1,6900,종로구,서울,3000,FRUITPROMO5,F,50대,3,20,Wednesday
408,2024-03-21,Shipped,Amazon,Expedited,청경채,VG-BCH-014,채소,300g,In Transit,2,4900,은평구,서울,3400,VEGGIESALE,M,30대,3,21,Thursday
409,2024-03-21,Shipped,Coupang,Standard,저지방 우유,DP-MLK-028,유제품,1L,Delivered,1,3500,동대문구,서울,2500,DAIRYPROMO,F,60대,3,21,Thursday
410,2024-03-21,Shipped,Market Kurly,Expedited,블루베리,FR-BBR-014,과일,200g,Delivered,3,9800,서대문구,서울,3600,SUMMERFRUIT,M,30대,3,21,Thursday
411,2024-03-21,Shipped,SSG.com,Standard,방울토마토,VG-TOM-029,채소,300g,Delivered,1,4800,강북구,서울,1000,VEGGIESALE,F,40대,3,21,Thursday
412,2024-03-21,Shipped,Amazon,Priority,모짜렐라 치즈,DP-CHS-028,유제품,250g,Delivered,2,8500,도봉구,서울,1300,DAIRYPROMO,M,50대,3,21,Thursday
413,2024-03-22,Shipped,Coupang,Standard,사과,FR-APL-014,과일,1kg,In Transit,1,6500,노원구,서울,1300,FRUITPROMO5,F,30대,3,22,Friday
414,2024-03-22,Shipped,Market Kurly,Expedited,고구마,VG-SWP-014,채소,1kg,Delivered,3,5800,중랑구,서울,2100,VEGGIESALE,M,40대,3,22,Friday
415,2024-03-22,Shipped,SSG.com,Standard,연유,DP-CDM-014,유제품,300g,Delivered,1,4500,구로구,서울,8200,DAIRYPROMO,F,20대,3,22,Friday
416,2024-03-22,Shipped,Amazon,Expedited,복숭아,FR-PCH-014,과일,5개입,Delivered,2,11700,금천구,서울,8500,FRUITPROMO5,M,50대,3,22,Friday
417,2024-03-22,Shipped,Coupang,Standard,샐러드 채소,VG-SLD-014,채소,300g,Delivered,1,4700,동작구,서울,7200,VEGGIESALE,F,30대,3,22,Friday
418,2024-03-23,Shipped,Market Kurly,Priority,플레인 요거트,DP-YGT-042,유제품,400g,In Transit,3,5500,관악구,서울,8700,DAIRYPROMO,M,40대,3,23,Saturday
419,2024-03-23,Shipped,SSG.com,Standard,수박,FR-WML-014,과일,1통,Delivered,1,12900,광진구,서울,5000,SUMMERFRUIT,F,50대,3,23,Saturday
420,2024-03-23,Shipped,Amazon,Expedited,양파,VG-ONI-014,채소,1kg,Delivered,2,3500,성북구,서울,2800,VEGGIESALE,M,30대,3,23,Saturday
421,2024-03-23,Shipped,Coupang,Standard,유기농 바나나,FR-BNN-015,과일,500g,Delivered,1,5990,강동구,서울,5900,FRUITPROMO5,F,60대,3,23,Saturday
422,2024-03-23,Shipped,Market Kurly,Expedited,국산 방울토마토,VG-TOM-030,채소,200g,Delivered,3,3500,분당구,경기도,13500,NO_PROMO,M,30대,3,23,Saturday
423,2024-03-24,Shipped,SSG.com,Standard,순두부,DP-TFU-015,유제품,300g,In Transit,1,3000,일산동구,경기도,10300,FRESH10OFF,F,40대,3,24,Sunday
424,2024-03-24,Shipped,Amazon,Priority,아보카도,FR-AVC-015,과일,3개입,Delivered,2,6700,수원시,경기도,16400,FRUITPROMO5,M,50대,3,24,Sunday
425,2024-03-24,Shipped,Coupang,Standard,유기농 당근,VG-CRT-015,채소,500g,Delivered,1,4200,용산구,서울,4000,VEGGIESALE,F,30대,3,24,Sunday
426,2024-03-24,Shipped,Market Kurly,Expedited,유기농 시금치,VG-SPN-015,채소,300g,Delivered,3,4900,성동구,서울,4800,VEGGIESALE,M,40대,3,24,Sunday
427,2024-03-24,Shipped,SSG.com,Standard,신선 우유,DP-MLK-029,유제품,1L,Delivered,1,2900,마포구,서울,4100,DAIRYPROMO,F,20대,3,24,Sunday
428,2024-03-25,Shipped,Amazon,Expedited,태국 망고,FR-MNG-015,과일,2개입,In Transit,2,7200,중구,서울,4500,SUMMERFRUIT,M,50대,3,25,Monday
429,2024-03-25,Shipped,Coupang,Standard,브로콜리,VG-BRC-015,채소,300g,Delivered,1,3900,종로구,서울,3000,NO_PROMO,F,30대,3,25,Monday
430,2024-03-25,Shipped,Market Kurly,Priority,그릭 요거트,DP-YGT-043,유제품,500g,Delivered,3,7800,은평구,서울,3400,DAIRYPROMO,M,40대,3,25,Monday
431,2024-03-25,Shipped,SSG.com,Standard,골드 키위,FR-KWI-015,과일,6개입,Delivered,1,8900,동대문구,서울,2500,FRUITPROMO5,F,50대,3,25,Monday
432,2024-03-25,Shipped,Amazon,Expedited,유기농 오이,VG-CCB-015,채소,3개입,Delivered,2,4800,서대문구,서울,3600,VEGGIESALE,M,30대,3,25,Monday
433,2024-03-26,Shipped,Coupang,Standard,체다 치즈,DP-CHS-029,유제품,200g,In Transit,1,7900,강북구,서울,1000,DAIRYPROMO,F,60대,3,26,Tuesday
434,2024-03-26,Shipped,Market Kurly,Expedited,딸기,FR-STB-015,과일,400g,Delivered,3,12900,도봉구,서울,1300,SUMMERFRUIT,M,30대,3,26,Tuesday
435,2024-03-26,Shipped,SSG.com,Standard,양배추,VG-CBG-015,채소,1통,Delivered,1,3900,노원구,서울,1300,NO_PROMO,F,40대,3,26,Tuesday
436,2024-03-26,Shipped,Amazon,Priority,무가당 요구르트,DP-YGT-044,유제품,4개입,Delivered,2,6900,중랑구,서울,2100,DAIRYPROMO,M,50대,3,26,Tuesday
437,2024-03-26,Shipped,Coupang,Standard,파인애플,FR-PNP-015,과일,1개,Delivered,1,6900,구로구,서울,8200,FRUITPROMO5,F,30대,3,26,Tuesday
438,2024-03-27,Shipped,Market Kurly,Expedited,청경채,VG-BCH-015,채소,300g,In Transit,3,4900,금천구,서울,8500,VEGGIESALE,M,40대,3,27,Wednesday
439,2024-03-27,Shipped,SSG.com,Standard,저지방 우유,DP-MLK-030,유제품,1L,Delivered,1,3500,동작구,서울,7200,DAIRYPROMO,F,20대,3,27,Wednesday
440,2024-03-27,Shipped,Amazon,Expedited,블루베리,FR-BBR-015,과일,200g,Delivered,2,9800,관악구,서울,8700,SUMMERFRUIT,M,50대,3,27,Wednesday
441,2024-03-27,Shipped,Coupang,Standard,방울토마토,VG-TOM-031,채소,300g,Delivered,1,4800,광진구,서울,5000,VEGGIESALE,F,30대,3,27,Wednesday
442,2024-03-27,Shipped,Market Kurly,Priority,모짜렐라 치즈,DP-CHS-030,유제품,250g,Delivered,3,8500,성북구,서울,2800,DAIRYPROMO,M,40대,3,27,Wednesday
443,2024-03-28,Shipped,SSG.com,Standard,사과,FR-APL-015,과일,1kg,In Transit,1,6500,강동구,서울,5900,FRUITPROMO5,F,50대,3,28,Thursday
444,2024-03-28,Shipped,Amazon,Expedited,고구마,VG-SWP-015,채소,1kg,Delivered,2,5800,분당구,경기도,13500,VEGGIESALE,M,30대,3,28,Thursday
445,2024-03-28,Shipped,Coupang,Standard,연유,DP-CDM-015,유제품,300g,Delivered,1,4500,일산동구,경기도,10300,DAIRYPROMO,F,60대,3,28,Thursday
446,2024-03-28,Shipped,Market Kurly,Expedited,복숭아,FR-PCH-015,과일,5개입,Delivered,3,11700,수원시,경기도,16400,FRUITPROMO5,M,30대,3,28,Thursday
447,2024-03-28,Shipped,SSG.com,Standard,샐러드 채소,VG-SLD-015,채소,300g,Delivered,1,4700,용산구,서울,4000,VEGGIESALE,F,40대,3,28,Thursday
448,2024-03-29,Shipped,Amazon,Priority,플레인 요거트,DP-YGT-045,유제품,400g,In Transit,2,5500,성동구,서울,4800,DAIRYPROMO,M,50대,3,29,Friday
449,2024-03-29,Shipped,Coupang,Standard,수박,FR-WML-015,과일,1통,Delivered,1,12900,마포구,서울,4100,SUMMERFRUIT,F,30대,3,29,Friday
450,2024-03-29,Shipped,Market Kurly,Expedited,양파,VG-ONI-015,채소,1kg,Delivered,3,3500,중구,서울,4500,VEGGIESALE,M,40대,3,29,Friday
451,2024-03-29,Shipped,SSG.com,Standard,유기농 바나나,FR-BNN-016,과일,500g,Delivered,1,5990,종로구,서울,3000,FRUITPROMO5,F,20대,3,29,Friday
452,2024-03-29,Shipped,Amazon,Expedited,국산 방울토마토,VG-TOM-032,채소,200g,Delivered,2,3500,은평구,서울,3400,NO_PROMO,M,50대,3,29,Friday
453,2024-03-30,Shipped,Coupang,Standard,순두부,DP-TFU-016,유제품,300g,In Transit,1,3000,동대문구,서울,2500,FRESH10OFF,F,30대,3,30,Saturday
